base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
hrliti,pohrliti,po,7,7
kačiti,prikačiti,pri,33,11
lečiti,zalečiti,za,343,10
krenuti,skrenuti,s,2467,224
grabiti,prigrabiti,pri,8,33
poniti,preponiti,pre,24,10
kopati,pokopati,po,22,22
vesti,navesti,na,86,674
dopuniti,nadopuniti,na,80,12
dobijati,pridobijati,pri,3850,11
živjeti,doživjeti,do,25882,46
dobivati,pridobivati,pri,91,48
čistiti,očistiti,o,51,144
formirati,preformirati,pre,5414,5
lutati,zalutati,za,54,24
prostiti,oprostiti,o,7,198
zvati,prozvati,pro,2737,85
beležiti,obeležiti,o,746,467
padati,upadati,u,571,114
formirati,rasformirati,ras,5414,30
pasti,opasti,o,1284,240
prositi,zaprositi,za,31,44
rasti,prerasti,pre,1132,319
psati,upsati,u,6,25
misliti,izmisliti,iz,1207,166
štititi,zaštititi,za,581,273
gađati,događati,do,120,194
primiti,poprimiti,po,1373,106
rušiti,narušiti,na,146,103
puštati,propuštati,pro,155,122
misliti,pomisliti,po,1207,106
ginuti,izginuti,iz,17,92
živjeti,preživjeti,pre,25882,74
bići,ubići,u,8,36
veriti,poveriti,po,41,206
kupati,okupati,o,12,19
vući,svući,s,80,6
pucati,upucati,u,266,32
bližiti,približiti,pri,27,301
vati,uvati,u,6,79
terati,proterati,pro,93,267
snažiti,osnažiti,o,7,21
graničiti,ograničiti,o,698,201
vršiti,dovršiti,do,3237,83
topasti,stopasti,s,37,98
veo,uveo,u,25,523
služiti,zaslužiti,za,3662,85
miriti,smiriti,s,42,105
besneti,razbesneti,raz,15,30
teći,priteći,pri,936,38
baciti,izbaciti,iz,508,390
maći,izmaći,iz,21,41
kazati,ukazati,u,2140,367
krenuti,okrenuti,o,2467,428
uređivati,preuređivati,pre,414,14
bilježiti,zabilježiti,za,27,41
sreti,presreti,pre,120,60
pustiti,popustiti,po,202,106
govoriti,nagovoriti,na,4207,216
bujati,nabujati,na,7,22
pasati,spasati,s,6,201
grešiti,pogrešiti,po,17,44
bijati,zabijati,za,7,13
čitati,očitati,o,332,12
iditi,viditi,v,5,69
ticati,oticati,o,624,94
gledati,pogledati,po,780,301
probati,oprobati,o,77,87
siti,prisiti,pri,132,48
topiti,utopiti,u,79,51
pitati,upitati,u,232,54
ložiti,naložiti,na,21,120
zabaviti,pozabaviti,po,32,35
veriti,overiti,o,41,5
ići,prići,pr,2542,242
vojevati,izvojevati,iz,6,70
kazati,zakazati,za,2140,38
pisati,propisati,pro,3178,70
dobriti,odobriti,o,6,465
poručiti,preporučiti,pre,95,124
stati,pristati,pri,529,541
čuvati,očuvati,o,1463,217
čitati,pročitati,pro,332,254
glasiti,oglasiti,o,536,51
hrabriti,ohrabriti,o,23,92
pravdati,opravdati,o,29,108
kupiti,skupiti,s,871,225
dijeti,odijeti,o,94,6
padati,raspadati,ras,571,46
lažiti,razlažiti,raz,67,143
slikati,naslikati,na,75,148
miriti,umiriti,u,42,24
bivati,prebivati,pre,956,22
goreti,izgoreti,iz,32,153
rasti,zarasti,za,1132,41
meriti,izmeriti,iz,480,88
stignuti,dostignuti,do,240,282
vladati,zavladati,za,1978,178
učiti,vučiti,v,808,127
stiti,postiti,po,10,23
ticati,doticati,do,624,41
dužiti,zadužiti,za,25,50
vesti,prevesti,pre,86,411
teći,proteći,pro,936,111
topiti,stopiti,s,79,27
vući,izvući,iz,80,288
ići,razići,raz,2542,92
boriti,oboriti,o,1936,427
gurati,dogurati,do,57,16
vidjeti,uvidjeti,u,98,7
stradati,nastradati,na,1031,108
šiti,ušiti,u,28,62
gledati,progledati,pro,780,13
tražiti,potražiti,po,2707,184
pliti,upliti,u,6,23
misliti,smisliti,s,1207,85
učiti,izučiti,iz,808,119
rušiti,razrušiti,raz,146,37
mirati,zamirati,za,15,14
nalaziti,snalaziti,s,124893,59
mešati,umešati,u,428,103
viđati,sviđati,s,108,65
sveti,posveti,po,25,117
mjeriti,izmjeriti,iz,35,7
rastati,narastati,na,211,80
ćutati,prećutati,pre,21,6
klanjati,poklanjati,po,32,111
zati,pozati,po,115,18
pleniti,zapleniti,za,24,118
govoriti,izgovoriti,iz,4207,85
davati,prodavati,pro,2641,233
umirati,izumirati,iz,681,10
padati,propadati,pro,571,88
pisati,prepisati,pre,3178,36
seći,preseći,pre,101,120
tariti,stariti,s,24,8
videti,uvideti,u,3438,139
boraviti,zaboraviti,za,930,236
sumnjati,posumnjati,po,156,59
leteti,naleteti,na,72,34
dejstvovati,izdejstvovati,iz,426,79
veriti,uveriti,u,41,130
rasti,orasti,o,1132,142
kačiti,zakačiti,za,33,26
kloniti,pokloniti,po,18,399
slušati,poslušati,po,279,106
okrenuti,preokrenuti,pre,428,39
valiti,provaliti,pro,13,82
dositi,odositi,o,21,26
plašiti,uplašiti,u,204,87
jahati,ujahati,u,26,8
prečiti,preprečiti,pre,8,9
pešačiti,prepešačiti,pre,8,5
paziti,zapaziti,za,92,140
titi,prititi,pri,11,59
vikati,navikati,na,22,16
davati,odavati,o,2641,98
viđati,uviđati,u,108,64
želeti,poželeti,po,3025,54
javljivati,izjavljivati,iz,8,122
krasti,ukrasti,u,36,34
letiti,uletiti,u,81,10
hraniti,prehraniti,pre,259,28
trljati,protrljati,pro,17,6
savetovati,posavetovati,po,268,32
ljubiti,zaljubiti,za,35,253
govoriti,dogovoriti,do,4207,246
visiti,povisiti,po,22,41
pomenuti,napomenuti,na,290,226
vasti,provasti,pro,11,20
stići,pristići,pri,2615,147
poznavati,raspoznavati,ras,416,15
ložiti,uložiti,u,21,169
brojati,izbrojati,iz,728,18
kaći,skaći,s,28,17
puniti,popuniti,po,45,147
duvati,naduvati,na,145,10
ređati,vređati,v,28,26
brinuti,zabrinuti,za,396,26
buditi,probuditi,pro,42,194
terati,oterati,o,93,134
voleti,zavoleti,za,1171,30
periti,speriti,s,10,5
lagati,izlagati,iz,19,465
oriti,razoriti,raz,15,112
postaviti,zapostaviti,za,4836,12
lučiti,razlučiti,raz,86,24
davati,zadavati,za,2641,53
vučiti,uvučiti,u,127,32
braniti,zabraniti,za,1322,310
biti,nabiti,na,1578206,16
