word,rank,neighbor,score
privući,5.0,privukla,0.8793528079986572
privući,6.0,privukli,0.878337025642395
privući,7.0,uvući,0.8608673214912415
privući,8.0,privlačio,0.8606206178665161
privući,9.0,priđe,0.8569649457931519
privući,10.0,priušti,0.8552173376083374
uvući,1.0,tući,0.8992249965667725
uvući,2.0,povući,0.8877466320991516
uvući,3.0,izvući,0.8691977262496948
uvući,4.0,ući,0.8691067099571228
uvući,5.0,privući,0.8608672022819519
uvući,6.0,idući,0.855358898639679
uvući,7.0,zanemarujući,0.8485451936721802
uvući,8.0,odbacujući,0.8477493524551392
uvući,9.0,zaostajući,0.8474109172821045
uvući,10.0,vrući,0.8460546135902405
zadržati,1.0,izdržati,0.8883258700370789
zadržati,2.0,zadržalo,0.8696171641349792
zadržati,3.0,zadržan,0.866767406463623
zadržati,4.0,sadržati,0.8614489436149597
zadržati,5.0,držati,0.8543092012405396
zadržati,6.0,zadržali,0.8541327714920044
zadržati,7.0,zadržao,0.8539076447486877
zadržati,8.0,zadržala,0.853748083114624
zadržati,9.0,zadržale,0.8534029126167297
zadržati,10.0,zadrže,0.8498707413673401
izdržati,1.0,držati,0.9059879779815674
izdržati,2.0,zadržati,0.8883258700370789
izdržati,3.0,izdrže,0.8737928867340088
izdržati,4.0,pridržavati,0.8699397444725037
izdržati,5.0,održati,0.8677800297737122
izdržati,6.0,izdržali,0.8520649075508118
izdržati,7.0,sadržati,0.8495920896530151
izdržati,8.0,kupovati,0.8479326367378235
izdržati,9.0,bežati,0.8475468754768372
izdržati,10.0,izvaditi,0.843513548374176
sadržati,1.0,sadržavati,0.9299250245094299
sadržati,2.0,sadržaće,0.9114934206008911
sadržati,3.0,sadržalo,0.8738929033279419
sadržati,4.0,sadržan,0.8710237145423889
sadržati,5.0,sadržane,0.8660601377487183
sadržati,6.0,zadržati,0.8614490032196045
sadržati,7.0,sadržaje,0.8612748980522156
sadržati,8.0,sadržaju,0.8597570061683655
sadržati,9.0,sadržale,0.8590980172157288
sadržati,10.0,sadržali,0.8580271601676941
obuzeti,,,
zauzeti,1.0,zauzet,0.9000970125198364
zauzeti,2.0,zauzete,0.8977140784263611
zauzeti,3.0,zauzetih,0.8961001038551331
zauzeti,4.0,zauzevši,0.8856667876243591
zauzeti,5.0,zauzeto,0.8760781288146973
zauzeti,6.0,zauzele,0.858734667301178
zauzeti,7.0,zauzelo,0.8582469820976257
zauzeti,8.0,zauzeli,0.8554695844650269
zauzeti,9.0,zauzmu,0.8537463545799255
zauzeti,10.0,zauzimati,0.8535380363464355
preuzeti,1.0,preuzete,0.9355011582374573
preuzeti,2.0,preuzetih,0.9344000816345215
preuzeti,3.0,preuzet,0.9241779446601868
preuzeti,4.0,preuzeto,0.9051676988601685
preuzeti,5.0,preuzeta,0.8869908452033997
preuzeti,6.0,preuzelo,0.8843796253204346
preuzeti,7.0,preuzele,0.8829275965690613
preuzeti,8.0,preuzeli,0.8779059052467346
preuzeti,9.0,preuzmu,0.867594838142395
preuzeti,10.0,preuzela,0.8591556549072266
oduzeti,1.0,oduzet,0.8902970552444458
oduzeti,2.0,oduzeto,0.8680388927459717
oduzeti,3.0,uzeti,0.8624733090400696
oduzeti,4.0,oduzelo,0.8463212847709656
oduzeti,5.0,oduzeli,0.8417070508003235
oduzeti,6.0,odupreti,0.8398461937904358
oduzeti,7.0,zauzeti,0.8386860489845276
oduzeti,8.0,oduzme,0.8376799821853638
oduzeti,9.0,oduzeta,0.8367706537246704
oduzeti,10.0,oduzmu,0.8366187214851379
ustati,,,
prestati,1.0,nestati,0.8616495132446289
prestati,2.0,prestanu,0.8470277190208435
prestati,3.0,prestaneš,0.8464276790618896
prestati,4.0,odustati,0.8386767506599426
prestati,5.0,prestane,0.8367857336997986
prestati,6.0,prestaju,0.8170468211174011
prestati,7.0,prestani,0.8144646286964417
prestati,8.0,prestanak,0.8106683492660522
prestati,9.0,prestanku,0.8095955848693848
prestati,10.0,prestaje,0.8095620274543762
zastati,,,
nastati,1.0,nastanu,0.8171858787536621
nastati,2.0,nasta,0.8127575516700745
nastati,3.0,nastane,0.8114627003669739
nastati,4.0,nestati,0.811019778251648
nastati,5.0,nastaju,0.8062489628791809
nastati,6.0,izostati,0.8062319159507751
nastati,7.0,razvrstati,0.8008484840393066
nastati,8.0,opstati,0.8005915880203247
nastati,9.0,nastankom,0.7974256277084351
nastati,10.0,nastalom,0.7968891859054565
pristati,,,
sastati,,,
nazvati,1.0,zvati,0.8949109315872192
nazvati,2.0,nazivati,0.8745833039283752
nazvati,3.0,opozvati,0.8459404706954956
nazvati,4.0,pozvati,0.8387877941131592
nazvati,5.0,korigovati,0.8349831104278564
nazvati,6.0,čuvati,0.8345794677734375
nazvati,7.0,vati,0.8313416838645935
nazvati,8.0,dešifrovati,0.8293842077255249
nazvati,9.0,izazvati,0.8200404644012451
nazvati,10.0,naznačiti,0.8141323924064636
sazvati,,,
pripadati,1.0,pripadamo,0.9303202033042908
pripadati,2.0,pripada,0.898431122303009
pripadati,3.0,pripadaju,0.8978756070137024
pripadati,4.0,pripadali,0.8931999206542969
pripadati,5.0,pripadalo,0.8930595517158508
pripadati,6.0,pripadao,0.8845624327659607
pripadati,7.0,pripadala,0.8701745271682739
pripadati,8.0,pripadale,0.8667805194854736
pripadati,9.0,pripazi,0.8609814047813416
pripadati,10.0,pripadne,0.8609714508056641
dopadati,,,
pronalaziti,,,
napustiti,1.0,napusti,0.9169440865516663
napustiti,2.0,pustiti,0.9123661518096924
napustiti,3.0,spustiti,0.9008312225341797
napustiti,4.0,prepustiti,0.8963501453399658
napustiti,5.0,dopustiti,0.8773629069328308
napustiti,6.0,napustivši,0.872345507144928
napustiti,7.0,napuste,0.8638301491737366
napustiti,8.0,propustiti,0.8570956587791443
napustiti,9.0,napustilo,0.853874683380127
napustiti,10.0,napusta,0.8470754623413086
dopustiti,1.0,pustiti,0.9292179346084595
dopustiti,2.0,prepustiti,0.927861213684082
dopustiti,3.0,spustiti,0.9163919687271118
dopustiti,4.0,propustiti,0.9161397218704224
dopustiti,5.0,dopusti,0.9154877662658691
dopustiti,6.0,dopustite,0.8788107633590698
dopustiti,7.0,napustiti,0.8773629665374756
dopustiti,8.0,podsetiti,0.8649967312812805
dopustiti,9.0,smestiti,0.8647448420524597
dopustiti,10.0,očistiti,0.8623796701431274
prepustiti,1.0,pustiti,0.9292425513267517
prepustiti,2.0,dopustiti,0.9278611540794373
prepustiti,3.0,prepusti,0.9241943955421448
prepustiti,4.0,spustiti,0.9241935014724731
prepustiti,5.0,napustiti,0.8963501453399658
prepustiti,6.0,propustiti,0.8897453546524048
prepustiti,7.0,prepustite,0.887773871421814
prepustiti,8.0,prepust,0.8687654137611389
prepustiti,9.0,premostiti,0.8633996844291687
prepustiti,10.0,ljutiti,0.8616521954536438
propustiti,1.0,propusti,0.9337556958198547
propustiti,2.0,dopustiti,0.9161396026611328
propustiti,3.0,spustiti,0.9070525765419006
propustiti,4.0,pustiti,0.8985655307769775
propustiti,5.0,prepustiti,0.88974529504776
propustiti,6.0,propust,0.8840723037719727
propustiti,7.0,propuste,0.8834332823753357
propustiti,8.0,propusta,0.8711152076721191
propustiti,9.0,očistiti,0.8572973012924194
propustiti,10.0,napustiti,0.8570956587791443
nastaviti,1.0,nastavite,0.8908504843711853
nastaviti,2.0,nastavi,0.8892259001731873
nastaviti,3.0,nastaviš,0.8853141069412231
nastaviti,4.0,obustaviti,0.8696315288543701
nastaviti,5.0,nastavim,0.8694770336151123
nastaviti,6.0,nastavimo,0.8652763366699219
nastaviti,7.0,sastaviti,0.8556404113769531
nastaviti,8.0,staviti,0.8548753261566162
nastaviti,9.0,dostaviti,0.8459960222244263
nastaviti,10.0,zaustaviti,0.8421708345413208
sastaviti,1.0,sastavi,0.8888183832168579
sastaviti,2.0,nastaviti,0.8556403517723083
sastaviti,3.0,sastavima,0.8473602533340454
sastaviti,4.0,staviti,0.8466625809669495
sastaviti,5.0,obustaviti,0.8403084874153137
sastaviti,6.0,izostaviti,0.8357097506523132
sastaviti,7.0,dostaviti,0.8331615924835205
sastaviti,8.0,sastavili,0.8173240423202515
sastaviti,9.0,pribaviti,0.8168358206748962
sastaviti,10.0,sastavila,0.8138471841812134
dostaviti,1.0,ostaviti,0.9328338503837585
dostaviti,2.0,izostaviti,0.9287804365158081
dostaviti,3.0,postaviti,0.9130011200904846
dostaviti,4.0,predpostaviti,0.9122108221054077
dostaviti,5.0,ispostaviti,0.9095464944839478
dostaviti,6.0,staviti,0.9022242426872253
dostaviti,7.0,dostavi,0.8890705108642578
dostaviti,8.0,obustaviti,0.8806498646736145
dostaviti,9.0,dostavim,0.8698645830154419
dostaviti,10.0,uspostaviti,0.8674647808074951
napasti,1.0,upasti,0.913623034954071
napasti,2.0,napadnuti,0.8615782260894775
napasti,3.0,ispasti,0.8607569932937622
napasti,4.0,napadače,0.8510605692863464
napasti,5.0,pasti,0.8424725532531738
napasti,6.0,napadati,0.8396796584129333
napasti,7.0,napadaje,0.823731005191803
napasti,8.0,napade,0.8222359418869019
napasti,9.0,napadaj,0.8219548463821411
napasti,10.0,napadnut,0.8218443989753723
upasti,1.0,napasti,0.9136228561401367
upasti,2.0,pasti,0.9061539173126221
upasti,3.0,ispasti,0.8971702456474304
upasti,4.0,raspasti,0.8576546907424927
upasti,5.0,ružičasti,0.8384239077568054
upasti,6.0,časti,0.8365485072135925
upasti,7.0,pripasti,0.8356174230575562
upasti,8.0,propasti,0.8292568325996399
upasti,9.0,narasti,0.8227439522743225
upasti,10.0,počasti,0.8110584020614624
pripasti,1.0,pripazi,0.8681381344795227
pripasti,2.0,pripoji,0.8644213676452637
pripasti,3.0,pripadamo,0.8524820804595947
pripasti,4.0,pripadati,0.8524558544158936
pripasti,5.0,pripao,0.8482101559638977
pripasti,6.0,pripadne,0.8449360132217407
pripasti,7.0,pripadala,0.8394594788551331
pripasti,8.0,pripadalo,0.838997483253479
pripasti,9.0,upasti,0.8356174230575562
pripasti,10.0,pripadali,0.8352935314178467
uticati,1.0,podsticati,0.8474492430686951
uticati,2.0,isticati,0.8438093066215515
uticati,3.0,uticaju,0.8235606551170349
uticati,4.0,uticaja,0.8171855807304382
uticati,5.0,utiču,0.803081750869751
uticati,6.0,uticaje,0.7991196513175964
uticati,7.0,uticaj,0.7989764213562012
uticati,8.0,uticajne,0.7955541014671326
uticati,9.0,uticaji,0.7954636812210083
uticati,10.0,uticali,0.7874494194984436
nabaviti,1.0,pribaviti,0.9171867966651917
nabaviti,2.0,obaviti,0.9097153544425964
nabaviti,3.0,zabaviti,0.9024596214294434
nabaviti,4.0,baviti,0.8965640664100647
nabaviti,5.0,pozabaviti,0.8876296281814575
nabaviti,6.0,nabavi,0.8673184514045715
nabaviti,7.0,obustaviti,0.8479931354522705
nabaviti,8.0,pružiti,0.8383908867835999
nabaviti,9.0,javiti,0.8375664353370667
nabaviti,10.0,naplatiti,0.8343845009803772
odvratiti,,,
uzvratiti,,,
zauzimati,1.0,zauzimaju,0.8895103335380554
zauzimati,2.0,zauzimali,0.8768947720527649
zauzimati,3.0,zauzimao,0.8746717572212219
zauzimati,4.0,zauzima,0.8720323443412781
zauzimati,5.0,zauzimajući,0.8716368675231934
zauzimati,6.0,uzimati,0.857382595539093
zauzimati,7.0,zauzeti,0.8535380363464355
zauzimati,8.0,zauzimala,0.8487433195114136
zauzimati,9.0,zauzimanju,0.8198717832565308
zauzimati,10.0,zauzimanje,0.8156149387359619
preuzimati,1.0,preuzimam,0.929578423500061
preuzimati,2.0,preuzimaju,0.9163031578063965
preuzimati,3.0,preuzimao,0.9157577157020569
preuzimati,4.0,preuzima,0.9126303791999817
preuzimati,5.0,preuzimali,0.9115926027297974
preuzimati,6.0,preuzimanju,0.8742348551750183
preuzimati,7.0,preuzimanje,0.8692007064819336
preuzimati,8.0,preuzmu,0.8629166483879089
preuzimati,9.0,preuzimanjem,0.8546168804168701
preuzimati,10.0,preuzimanja,0.8481327295303345
zamoliti,1.0,zamoliš,0.8714777231216431
zamoliti,2.0,zamoli,0.8496991991996765
zamoliti,3.0,zamisliti,0.8367853164672852
zamoliti,4.0,zamolim,0.8350485563278198
zamoliti,5.0,zamolili,0.8299974203109741
zamoliti,6.0,pomisliti,0.8266122937202454
zamoliti,7.0,misliti,0.8243067264556885
zamoliti,8.0,zamolio,0.8204725980758667
zamoliti,9.0,dozvoliti,0.8185401558876038
zamoliti,10.0,zamolila,0.816571056842804
saslušati,,,
naučiti,1.0,učiti,0.9048791527748108
naučiti,2.0,okačiti,0.871004045009613
naučiti,3.0,odlučiti,0.8633102178573608
naučiti,4.0,naznačiti,0.8630554676055908
naučiti,5.0,nauči,0.8610396981239319
naučiti,6.0,uvažiti,0.8582867383956909
naučiti,7.0,suočiti,0.8557640314102173
naučiti,8.0,protumačiti,0.8481040000915527
naučiti,9.0,izvlačiti,0.8464820981025696
naučiti,10.0,ublažiti,0.8452057242393494
obučiti,,,
upitati,1.0,pitati,0.9190743565559387
upitati,2.0,zapitati,0.9169319272041321
upitati,3.0,učitati,0.8947564363479614
upitati,4.0,očitati,0.8917229771614075
upitati,5.0,ispitati,0.8778834342956543
upitati,6.0,čitati,0.8693200349807739
upitati,7.0,preispitati,0.8671073317527771
upitati,8.0,pročitati,0.8511893153190613
upitati,9.0,upiti,0.8462312817573547
upitati,10.0,upisivati,0.8227537274360657
zapitati,1.0,upitati,0.9169319272041321
zapitati,2.0,pitati,0.9067168831825256
zapitati,3.0,zapitaš,0.8766172528266907
zapitati,4.0,očitati,0.8643449544906616
zapitati,5.0,preispitati,0.8596630096435547
zapitati,6.0,ispitati,0.8547828793525696
zapitati,7.0,čitati,0.8406662940979004
zapitati,8.0,učitati,0.8382099866867065
zapitati,9.0,zapita,0.8354202508926392
zapitati,10.0,pročitati,0.8297166228294373
sačekati,1.0,čekati,0.9397984147071838
sačekati,2.0,sačekajmo,0.9121768474578857
sačekati,3.0,sačekaš,0.8987311124801636
sačekati,4.0,sačekaj,0.8905444741249084
sačekati,5.0,sačekaju,0.8826509118080139
sačekati,6.0,sačeka,0.8771975636482239
sačekati,7.0,sačekajte,0.8729725480079651
sačekati,8.0,vređati,0.8637712597846985
sačekati,9.0,svađati,0.8586305975914001
sačekati,10.0,smejati,0.8580707311630249
dočekati,,,
objaviti,1.0,objavi,0.8871344327926636
objaviti,2.0,objavite,0.8759454488754272
objaviti,3.0,objavljivati,0.8673641085624695
objaviti,4.0,objavim,0.8636752367019653
objaviti,5.0,objave,0.8522125482559204
objaviti,6.0,objavivši,0.8468934893608093
objaviti,7.0,objavile,0.8359065055847168
objaviti,8.0,objavu,0.8294253349304199
objaviti,9.0,objavilo,0.823634922504425
objaviti,10.0,javiti,0.8177513480186462
izjaviti,,,
prijaviti,1.0,prijavi,0.9019314050674438
prijaviti,2.0,prijaviš,0.8929502964019775
prijaviti,3.0,prijavite,0.8924176692962646
prijaviti,4.0,prijavim,0.8825663328170776
prijaviti,5.0,pribaviti,0.8702659010887146
prijaviti,6.0,prijave,0.859826922416687
prijaviti,7.0,prijavu,0.8532350659370422
prijaviti,8.0,prijavilo,0.8459541201591492
prijaviti,9.0,prijava,0.8410665392875671
prijaviti,10.0,obustaviti,0.8374835848808289
najaviti,,,
izlagati,,,
ulagati,,,
zalagati,,,
sagraditi,1.0,graditi,0.8923240900039673
sagraditi,2.0,izgraditi,0.8873489499092102
sagraditi,3.0,sagradi,0.8837683200836182
sagraditi,4.0,ugraditi,0.8681862950325012
sagraditi,5.0,nadograditi,0.8580994606018066
sagraditi,6.0,doraditi,0.8432087302207947
sagraditi,7.0,uraditi,0.8240696787834167
sagraditi,8.0,odraditi,0.8211547136306763
sagraditi,9.0,poraditi,0.8178579807281494
sagraditi,10.0,vaditi,0.8099625706672668
izgraditi,1.0,izgradi,0.9160112142562866
izgraditi,2.0,graditi,0.9079681634902954
izgraditi,3.0,ugraditi,0.89553302526474
izgraditi,4.0,sagraditi,0.8873487710952759
izgraditi,5.0,nadograditi,0.8726821541786194
izgraditi,6.0,izgradila,0.8539736270904541
izgraditi,7.0,izgradili,0.8514615297317505
izgraditi,8.0,izgradio,0.8468104004859924
izgraditi,9.0,izgrade,0.845253586769104
izgraditi,10.0,izraditi,0.8407348394393921
nastavljati,,,
dostavljati,,,
završiti,1.0,završiš,0.9145310521125793
završiti,2.0,završi,0.9124711751937866
završiti,3.0,završite,0.9079428315162659
završiti,4.0,završimo,0.902938961982727
završiti,5.0,završim,0.9028503894805908
završiti,6.0,završilo,0.8758337497711182
završiti,7.0,završivši,0.8650050759315491
završiti,8.0,završe,0.8633559942245483
završiti,9.0,završile,0.8605248332023621
završiti,10.0,dovršiti,0.8604279160499573
izvršiti,1.0,izvrši,0.9152313470840454
izvršiti,2.0,izvršavati,0.911210834980011
izvršiti,3.0,vršiti,0.909837007522583
izvršiti,4.0,izvršimo,0.9089722633361816
izvršiti,5.0,izvrše,0.9002854228019714
izvršiti,6.0,izvršilo,0.8786655068397522
izvršiti,7.0,dovršiti,0.8631798624992371
izvršiti,8.0,izvršile,0.8616544604301453
izvršiti,9.0,izvlačiti,0.8458448648452759
izvršiti,10.0,izvršene,0.8442946672439575
dovršiti,1.0,vršiti,0.9157698750495911
dovršiti,2.0,dovrši,0.8691388368606567
dovršiti,3.0,izvršiti,0.8631799817085266
dovršiti,4.0,završiti,0.8604278564453125
dovršiti,5.0,izvaditi,0.8549584150314331
dovršiti,6.0,izvlačiti,0.8515983819961548
dovršiti,7.0,srušiti,0.8507062196731567
dovršiti,8.0,odložiti,0.8442979454994202
dovršiti,9.0,razrešiti,0.8388286828994751
dovršiti,10.0,uvažiti,0.8354287147521973
zatražiti,1.0,tražiti,0.9305192828178406
zatražiti,2.0,potražiti,0.9227622747421265
zatražiti,3.0,zatraži,0.910903811454773
zatražiti,4.0,zatraže,0.8915562629699707
zatražiti,5.0,zatražio,0.863223671913147
zatražiti,6.0,uvažiti,0.8597472310066223
zatražiti,7.0,zatražili,0.8588691353797913
zatražiti,8.0,zatražila,0.8582547903060913
zatražiti,9.0,odložiti,0.8453483581542969
zatražiti,10.0,ponuditi,0.8436337113380432
pronaći,1.0,pronađu,0.9249588251113892
pronaći,2.0,pronađi,0.921244204044342
pronaći,3.0,pronađe,0.901128888130188
pronaći,4.0,pronađete,0.8961182236671448
pronaći,5.0,pronađemo,0.8946303725242615
pronaći,6.0,pronađem,0.8929145336151123
pronaći,7.0,pronašle,0.8880090713500977
pronaći,8.0,pronađite,0.877839207649231
pronaći,9.0,pronašlo,0.8748711347579956
pronaći,10.0,pronalaze,0.8707336783409119
sakupiti,1.0,kupiti,0.9168968796730042
sakupiti,2.0,sakupi,0.8899511098861694
sakupiti,3.0,prikupiti,0.8813326954841614
sakupiti,4.0,skupiti,0.8764774203300476
sakupiti,5.0,okupiti,0.8761417865753174
sakupiti,6.0,sakupe,0.860826313495636
sakupiti,7.0,upiti,0.8500077128410339
sakupiti,8.0,lupiti,0.8477698564529419
sakupiti,9.0,izvaditi,0.8402608633041382
sakupiti,10.0,sakupila,0.8318839073181152
prikupiti,1.0,prikupi,0.9249272346496582
prikupiti,2.0,prikupe,0.9020912051200867
prikupiti,3.0,sakupiti,0.8813326358795166
prikupiti,4.0,prikupio,0.8764711618423462
prikupiti,5.0,prikupili,0.8710679411888123
prikupiti,6.0,kupiti,0.868475079536438
prikupiti,7.0,okupiti,0.8673131465911865
prikupiti,8.0,prikuplja,0.862337052822113
prikupiti,9.0,skupiti,0.8617111444473267
prikupiti,10.0,izvlačiti,0.8571686148643494
napraviti,1.0,napravi,0.8988356590270996
napraviti,2.0,napraviš,0.8972054123878479
napraviti,3.0,napravite,0.8971995711326599
napraviti,4.0,praviti,0.8865426182746887
napraviti,5.0,popraviti,0.8840425610542297
napraviti,6.0,napravimo,0.880862832069397
napraviti,7.0,napraviću,0.8786521553993225
napraviti,8.0,napravim,0.8717374205589294
napraviti,9.0,napravis,0.8648527264595032
napraviti,10.0,napravile,0.8646258115768433
zateći,,,
proteći,,,
uzviknuti,,,
naviknuti,,,
naterati,1.0,isterati,0.8948687314987183
naterati,2.0,terati,0.8919379115104675
naterati,3.0,nateraju,0.8450374007225037
naterati,4.0,proterati,0.8261865377426147
naterati,5.0,nateralo,0.825563907623291
naterati,6.0,naterala,0.8203105330467224
naterati,7.0,uzvrati,0.8200932145118713
naterati,8.0,naterao,0.8158876895904541
naterati,9.0,natera,0.8145833611488342
naterati,10.0,mazerati,0.8128156065940857
napiti,,,
pročitati,1.0,očitati,0.9374083876609802
pročitati,2.0,pročitate,0.9189649224281311
pročitati,3.0,pročitajmo,0.90987628698349
pročitati,4.0,pročitaš,0.9084109663963318
pročitati,5.0,čitati,0.9078567624092102
pročitati,6.0,pročita,0.907035231590271
pročitati,7.0,pročitajte,0.9058707356452942
pročitati,8.0,pročitaj,0.9054586291313171
pročitati,9.0,pročitah,0.8993467688560486
pročitati,10.0,pročitaju,0.8980798721313477
napuštati,,,
dopuštati,,,
razviti,1.0,razvijati,0.8964143395423889
razviti,2.0,razvitku,0.8768553733825684
razviti,3.0,razvitka,0.874114990234375
razviti,4.0,razviće,0.8714713454246521
razviti,5.0,razviću,0.8576635718345642
razviti,6.0,razvitkom,0.8516890406608582
razviti,7.0,razvrstati,0.8484495282173157
razviti,8.0,razvitak,0.846653163433075
razviti,9.0,razvije,0.8434361815452576
razviti,10.0,razvijaju,0.837447464466095
saviti,,,
zaslužiti,,,
zaljubiti,,,
podsećati,,,
nastupiti,1.0,nastupati,0.9190642833709717
nastupiti,2.0,nastupi,0.9168834090232849
nastupiti,3.0,nastupilo,0.8971163034439087
nastupiti,4.0,nastupile,0.8901358842849731
nastupiti,5.0,nastupe,0.886533260345459
nastupiti,6.0,nastupila,0.8858471512794495
nastupiti,7.0,nastupima,0.8849204182624817
nastupiti,8.0,stupiti,0.8804870843887329
nastupiti,9.0,nastupu,0.8782486319541931
nastupiti,10.0,nastupio,0.8771501779556274
pristupiti,1.0,pristupati,0.9386780858039856
pristupiti,2.0,pristupi,0.9341286420822144
pristupiti,3.0,pristupim,0.9251723289489746
pristupiti,4.0,pristupilo,0.9144448637962341
pristupiti,5.0,pristupe,0.9061853885650635
pristupiti,6.0,pristupima,0.902617335319519
pristupiti,7.0,pristupu,0.8996227383613586
pristupiti,8.0,pristupio,0.8986964821815491
pristupiti,9.0,pristupili,0.8945009708404541
pristupiti,10.0,pristupaju,0.8904542922973633
započeti,1.0,započetih,0.9402293562889099
započeti,2.0,započete,0.9401159882545471
započeti,3.0,započet,0.9363594055175781
započeti,4.0,započeto,0.9352312088012695
započeti,5.0,započeta,0.9232959151268005
započeti,6.0,započetom,0.9185906052589417
započeti,7.0,početi,0.8741917610168457
započeti,8.0,započelo,0.8728640079498291
započeti,9.0,započele,0.8724461793899536
započeti,10.0,započinjati,0.8678333163261414
dodeliti,1.0,dodelite,0.8614518642425537
dodeliti,2.0,podeliti,0.8538517355918884
dodeliti,3.0,dodeli,0.8497307300567627
dodeliti,4.0,dodele,0.8331035375595093
dodeliti,5.0,dodeljuju,0.8297175168991089
dodeliti,6.0,dodelili,0.8135350346565247
dodeliti,7.0,dodelu,0.8119243383407593
dodeliti,8.0,dodelio,0.8072949647903442
dodeliti,9.0,dodeljuje,0.8026487827301025
dodeliti,10.0,dodeljujući,0.8013700246810913
priličiti,,,
savladati,1.0,vladati,0.903721034526825
savladati,2.0,savladaju,0.8936544060707092
savladati,3.0,savladali,0.8866860866546631
savladati,4.0,savladao,0.8741359710693359
savladati,5.0,savlada,0.8725041151046753
savladati,6.0,zadati,0.8420346975326538
savladati,7.0,opadati,0.8350195288658142
savladati,8.0,padati,0.8347262144088745
savladati,9.0,poduhvati,0.826606273651123
savladati,10.0,zavladao,0.8256273865699768
prihvatati,,,
uplatiti,,,
podsetiti,1.0,podseti,0.9324954748153687
podsetiti,2.0,osetiti,0.9115564227104187
podsetiti,3.0,posetiti,0.8707419037818909
podsetiti,4.0,dopustiti,0.864996612071991
podsetiti,5.0,podsetim,0.8641893267631531
podsetiti,6.0,podsetimo,0.8606148362159729
podsetiti,7.0,uputiti,0.8571897149085999
podsetiti,8.0,pamtiti,0.856512188911438
podsetiti,9.0,primijetiti,0.8549849987030029
podsetiti,10.0,odložiti,0.8532001972198486
dosetiti,,,
uzdizati,,,
nametati,,,
uplašiti,,,
udesiti,,,
ukazivati,1.0,dokazivati,0.9464916586875916
ukazivati,2.0,pokazivati,0.9278895258903503
ukazivati,3.0,upućivati,0.8908606171607971
ukazivati,4.0,ocekivati,0.8841270804405212
ukazivati,5.0,nazivati,0.8838999271392822
ukazivati,6.0,uživati,0.8828693628311157
ukazivati,7.0,prikazivati,0.8801905512809753
ukazivati,8.0,prozivati,0.8732219934463501
ukazivati,9.0,pozivati,0.8636833429336548
ukazivati,10.0,ukazati,0.8634845018386841
prikazivati,1.0,prikazati,0.9000791311264038
prikazivati,2.0,prikazivan,0.8936664462089539
prikazivati,3.0,prikazivane,0.8936545252799988
prikazivati,4.0,prikazi,0.8926173448562622
prikazivati,5.0,prikazivao,0.8903616070747375
prikazivati,6.0,prikazivala,0.8839489817619324
prikazivati,7.0,prikazivani,0.8837707042694092
prikazivati,8.0,ukazivati,0.8801905512809753
prikazivati,9.0,prikazima,0.8794012665748596
prikazivati,10.0,prikazivana,0.8779162168502808
dokazivati,1.0,ukazivati,0.9464916586875916
dokazivati,2.0,pokazivati,0.939056932926178
dokazivati,3.0,dokazati,0.8817274570465088
dokazivati,4.0,ocekivati,0.8724452257156372
dokazivati,5.0,upućivati,0.8689718842506409
dokazivati,6.0,nazivati,0.866999089717865
dokazivati,7.0,prozivati,0.8622193932533264
dokazivati,8.0,uživati,0.8570687770843506
dokazivati,9.0,očekivati,0.8533452153205872
dokazivati,10.0,prikazivati,0.8528412580490112
usuditi,,,
prepoznavati,,,
naznačiti,1.0,značiti,0.930604875087738
naznačiti,2.0,označiti,0.9068678021430969
naznačiti,3.0,naznači,0.9026540517807007
naznačiti,4.0,izvlačiti,0.8815697431564331
naznačiti,5.0,okačiti,0.8752096891403198
naznačiti,6.0,protumačiti,0.8663588762283325
naznačiti,7.0,naučiti,0.863055408000946
naznačiti,8.0,naznačio,0.861379086971283
naznačiti,9.0,uvažiti,0.8592715859413147
naznačiti,10.0,tumačiti,0.851978600025177
uslediti,1.0,slediti,0.9305464029312134
uslediti,2.0,proslediti,0.8965656757354736
uslediti,3.0,ubediti,0.8723933100700378
uslediti,4.0,naslediti,0.8696005344390869
uslediti,5.0,krediti,0.8493800759315491
uslediti,6.0,pobuditi,0.8427411913871765
uslediti,7.0,dosuditi,0.8417912721633911
uslediti,8.0,dogoditi,0.8383869528770447
uslediti,9.0,urediti,0.8383422493934631
uslediti,10.0,porediti,0.837749719619751
obuhvatiti,1.0,obuhvati,0.9635143280029297
obuhvatiti,2.0,obuhvatati,0.9359592795372009
obuhvatiti,3.0,uhvatiti,0.8953576683998108
obuhvatiti,4.0,obuhvate,0.8936609625816345
obuhvatiti,5.0,obuhvatio,0.8649775385856628
obuhvatiti,6.0,obuhvatila,0.8633086681365967
obuhvatiti,7.0,obuhvatali,0.8571500182151794
obuhvatiti,8.0,obuhvatni,0.8559920787811279
obuhvatiti,9.0,obuhvata,0.8521738648414612
obuhvatiti,10.0,obuhvatajući,0.8461050987243652
sačuvati,1.0,čuvati,0.9290613532066345
sačuvati,2.0,očuvati,0.884168267250061
sačuvati,3.0,sačuva,0.8679019808769226
sačuvati,4.0,sacuvati,0.8658817410469055
sačuvati,5.0,sačuvaj,0.8516502380371094
sačuvati,6.0,sačuvanu,0.8374918699264526
sačuvati,7.0,upisivati,0.8315131068229675
sačuvati,8.0,davati,0.8314352631568909
sačuvati,9.0,zvati,0.8301401734352112
