word,rank,neighbor,score
sačuvati,10.0,korigovati,0.8299791812896729
odustati,1.0,nestati,0.8430784344673157
odustati,2.0,prestati,0.8386767506599426
odustati,3.0,opstati,0.8371900916099548
odustati,4.0,svađati,0.8301297426223755
odustati,5.0,odustanu,0.8300318717956543
odustati,6.0,odustanem,0.826799750328064
odustati,7.0,opozvati,0.8238016963005066
odustati,8.0,sačekati,0.8231227993965149
odustati,9.0,odustane,0.8219807744026184
odustati,10.0,vređati,0.820144534111023
zavisiti,1.0,zavisi,0.864261269569397
zavisiti,2.0,zavisilo,0.847165584564209
zavisiti,3.0,zavisio,0.8320264220237732
zavisiti,4.0,zavisila,0.8288142681121826
zavisiti,5.0,zavise,0.8219348192214966
zavisiti,6.0,zavisno,0.8086780309677124
zavisiti,7.0,korisiti,0.8076431155204773
zavisiti,8.0,ublažiti,0.8057400584220886
zavisiti,9.0,zavisan,0.7999667525291443
zavisiti,10.0,snositi,0.7972140312194824
izgubiti,1.0,gubiti,0.9189680218696594
izgubiti,2.0,izgubiće,0.9144325852394104
izgubiti,3.0,izgubi,0.8985009789466858
izgubiti,4.0,izgubilo,0.8660978674888611
izgubiti,5.0,pobiti,0.8646032810211182
izgubiti,6.0,izgubio,0.8592224717140198
izgubiti,7.0,izgubivši,0.8568774461746216
izgubiti,8.0,ubiti,0.8444902300834656
izgubiti,9.0,izgube,0.8433101773262024
izgubiti,10.0,odbiti,0.8431646823883057
obući,1.0,obuću,0.8822914361953735
obući,2.0,obuće,0.859310507774353
obući,3.0,vrući,0.8584118485450745
obući,4.0,obuče,0.8583316802978516
obući,5.0,zahvatajući,0.8537397384643555
obući,6.0,tući,0.8512845039367676
obući,7.0,uvući,0.8455801010131836
obući,8.0,obukao,0.8435432314872742
obući,9.0,obuhvatajući,0.8409575819969177
obući,10.0,plešući,0.8396714925765991
odvijati,1.0,odvijaju,0.8631740808486938
odvijati,2.0,odvijalo,0.8446683287620544
odvijati,3.0,odvija,0.8410664200782776
odvijati,4.0,odvijao,0.8402352929115295
odvijati,5.0,opijati,0.8199033737182617
odvijati,6.0,razvijati,0.8164569139480591
odvijati,7.0,smejati,0.8037410378456116
odvijati,8.0,odvijala,0.7987774610519409
odvijati,9.0,bežati,0.79127436876297
odvijati,10.0,obavljati,0.7880125045776367
razvijati,1.0,razvijaju,0.8965886235237122
razvijati,2.0,razviti,0.8964143395423889
razvijati,3.0,razvijač,0.8934625387191772
razvijati,4.0,razvija,0.891330361366272
razvijati,5.0,razvijane,0.8840140700340271
razvijati,6.0,razvijao,0.881624162197113
razvijati,7.0,razvijale,0.875707745552063
razvijati,8.0,razvijan,0.8699054718017578
razvijati,9.0,razvijajući,0.8664968013763428
razvijati,10.0,razvijali,0.8651928305625916
savijati,,,
uvijati,,,
prošetati,,,
izložiti,,,
odložiti,1.0,uložiti,0.9203318357467651
odložiti,2.0,odloži,0.9023077487945557
odložiti,3.0,odlože,0.8929670453071594
odložiti,4.0,ublažiti,0.8838012218475342
odložiti,5.0,predložiti,0.8825690746307373
odložiti,6.0,složiti,0.8807200789451599
odložiti,7.0,uvažiti,0.8800817728042603
odložiti,8.0,razložiti,0.8759251832962036
odložiti,9.0,položiti,0.8746035099029541
odložiti,10.0,odbiti,0.8743407130241394
uložiti,1.0,odložiti,0.9203318357467651
uložiti,2.0,složiti,0.890078067779541
uložiti,3.0,uvažiti,0.8809109926223755
uložiti,4.0,ublažiti,0.8730897307395935
uložiti,5.0,uloži,0.8718007206916809
uložiti,6.0,važiti,0.8632013201713562
uložiti,7.0,razložiti,0.8627783060073853
uložiti,8.0,težiti,0.860791802406311
uložiti,9.0,položiti,0.8534201979637146
uložiti,10.0,odbiti,0.8435899019241333
umešati,,,
nastupati,1.0,nastupam,0.9209214448928833
nastupati,2.0,nastupiti,0.9190642237663269
nastupati,3.0,nastupa,0.9141890406608582
nastupati,4.0,nastupi,0.9104259610176086
nastupati,5.0,nastupaju,0.9087841510772705
nastupati,6.0,nastupu,0.9062376618385315
nastupati,7.0,nastupe,0.9051305055618286
nastupati,8.0,nastupali,0.9032187461853027
nastupati,9.0,nastupala,0.8965457677841187
nastupati,10.0,nastupale,0.8931840062141418
zastupati,1.0,zastupaš,0.9327302575111389
zastupati,2.0,zastupa,0.9159641265869141
zastupati,3.0,zastupaju,0.9061956405639648
zastupati,4.0,zastupali,0.8965258002281189
zastupati,5.0,zastupala,0.888976514339447
zastupati,6.0,zastupao,0.8848285675048828
zastupati,7.0,zastupnike,0.8767274022102356
zastupati,8.0,zastupajući,0.8671841621398926
zastupati,9.0,postupati,0.8632593154907227
zastupati,10.0,zastupanju,0.8613131046295166
pristupati,1.0,pristupiti,0.9386781454086304
pristupati,2.0,pristupi,0.933577835559845
pristupati,3.0,pristupa,0.9280130863189697
pristupati,4.0,pristupe,0.9255936741828918
pristupati,5.0,pristupu,0.924098789691925
pristupati,6.0,pristupaju,0.9234310388565063
pristupati,7.0,pristupačan,0.9224891066551208
pristupati,8.0,pristupim,0.9223747849464417
pristupati,9.0,pristupačne,0.9209152460098267
pristupati,10.0,pristupačni,0.9159538149833679
sahraniti,,,
nasmejati,,,
probuditi,,,
proglasiti,1.0,proglasi,0.9204868078231812
proglasiti,2.0,oglasiti,0.9204657673835754
proglasiti,3.0,proglase,0.8903913497924805
proglasiti,4.0,proglasile,0.8874831795692444
proglasiti,5.0,proglasili,0.8858813643455505
proglasiti,6.0,proglasila,0.8805466890335083
proglasiti,7.0,proglasio,0.8765422105789185
proglasiti,8.0,proglas,0.8616935610771179
proglasiti,9.0,proglašavaš,0.8595554232597351
proglasiti,10.0,proglasen,0.8594503998756409
naglasiti,1.0,oglasiti,0.9145919680595398
naglasiti,2.0,naglasi,0.8999402523040771
naglasiti,3.0,naglasim,0.8863228559494019
naglasiti,4.0,naglasio,0.8436265587806702
naglasiti,5.0,spasiti,0.842450737953186
naglasiti,6.0,naglasila,0.8423197269439697
naglasiti,7.0,proglasiti,0.8422489166259766
naglasiti,8.0,naglasak,0.8396369218826294
naglasiti,9.0,posumnjati,0.8381633758544922
naglasiti,10.0,naznačiti,0.8368392586708069
saglasiti,,,
umiriti,,,
provesti,1.0,sprovesti,0.8984206914901733
provesti,2.0,odvesti,0.8866102695465088
provesti,3.0,podvesti,0.8597285747528076
provesti,4.0,uvesti,0.8527592420578003
provesti,5.0,povesti,0.8365268707275391
provesti,6.0,provede,0.8347310423851013
provesti,7.0,provedu,0.8289071321487427
provesti,8.0,proveravati,0.8269436359405518
provesti,9.0,zapovesti,0.8266479969024658
provesti,10.0,besvesti,0.8262979388237
dovesti,1.0,uvesti,0.8466939926147461
dovesti,2.0,odvesti,0.8465312719345093
dovesti,3.0,svesti,0.8328896164894104
dovesti,4.0,besvesti,0.8324317336082458
dovesti,5.0,dovešće,0.8317837715148926
dovesti,6.0,povesti,0.82292640209198
dovesti,7.0,podvesti,0.8133453130722046
dovesti,8.0,dovoditi,0.8116353750228882
dovesti,9.0,izvesti,0.8097980618476868
dovesti,10.0,dovede,0.8076992630958557
odvesti,1.0,podvesti,0.948462188243866
odvesti,2.0,uvesti,0.9155747890472412
odvesti,3.0,besvesti,0.8876410722732544
odvesti,4.0,provesti,0.8866103291511536
odvesti,5.0,svesti,0.8761643767356873
odvesti,6.0,povesti,0.8724560737609863
odvesti,7.0,zapovesti,0.8719560503959656
odvesti,8.0,ispovesti,0.8701429963111877
odvesti,9.0,navesti,0.8689804673194885
odvesti,10.0,obavesti,0.8585233688354492
izvesti,1.0,uvesti,0.8693797588348389
izvesti,2.0,izvestaj,0.8653472661972046
izvesti,3.0,izvestio,0.8610630035400391
izvesti,4.0,odvesti,0.8496224880218506
izvesti,5.0,izvestaja,0.8295413255691528
izvesti,6.0,podvesti,0.8280628323554993
izvesti,7.0,svesti,0.8173795938491821
izvesti,8.0,izvestan,0.8159487843513489
izvesti,9.0,dovesti,0.809798002243042
izvesti,10.0,proizvesti,0.8082826137542725
navesti,1.0,uvesti,0.8702094554901123
navesti,2.0,odvesti,0.8689804673194885
navesti,3.0,podvesti,0.8660451173782349
navesti,4.0,savesti,0.8653246164321899
navesti,5.0,obavesti,0.8546990156173706
navesti,6.0,prevesti,0.8389484286308289
navesti,7.0,povesti,0.8307244777679443
navesti,8.0,besvesti,0.8253634572029114
navesti,9.0,ispovesti,0.8252550959587097
navesti,10.0,obavestiti,0.8208492398262024
uvesti,1.0,odvesti,0.9155747890472412
uvesti,2.0,podvesti,0.8899056315422058
uvesti,3.0,svesti,0.882854700088501
uvesti,4.0,besvesti,0.8822137117385864
uvesti,5.0,navesti,0.8702095150947571
uvesti,6.0,izvesti,0.8693797588348389
uvesti,7.0,provesti,0.8527593016624451
uvesti,8.0,obavesti,0.8474944829940796
uvesti,9.0,dovesti,0.8466939926147461
uvesti,10.0,savesti,0.8444703817367554
prevesti,1.0,prevedu,0.8579960465431213
prevesti,2.0,prevede,0.8531748056411743
prevesti,3.0,odvesti,0.8503741025924683
prevesti,4.0,prevedeš,0.8414435982704163
prevesti,5.0,uvesti,0.8390005230903625
prevesti,6.0,navesti,0.8389485478401184
prevesti,7.0,prevedem,0.8382568955421448
prevesti,8.0,podvesti,0.8345655202865601
prevesti,9.0,prevariti,0.8153656721115112
prevesti,10.0,juznevesti,0.8100131154060364
zaboraviti,1.0,zaboravi,0.9080386757850647
zaboraviti,2.0,zaboravite,0.9032328724861145
zaboraviti,3.0,zaboravimo,0.889971137046814
zaboraviti,4.0,zaboravim,0.8862112164497375
zaboraviti,5.0,zaboravih,0.880669355392456
zaboraviti,6.0,zaborave,0.8743429183959961
zaboraviti,7.0,zaborav,0.8742012977600098
zaboraviti,8.0,zaboravljamo,0.8614299893379211
zaboraviti,9.0,prepraviti,0.8496456742286682
zaboraviti,10.0,zaboravili,0.8479512333869934
napuniti,1.0,puniti,0.9132002592086792
napuniti,2.0,popuniti,0.8847693800926208
napuniti,3.0,ispuniti,0.8760407567024231
napuniti,4.0,buniti,0.8708621263504028
napuniti,5.0,napuni,0.8630130887031555
napuniti,6.0,dopuniti,0.8534539937973022
napuniti,7.0,napustiti,0.8466647863388062
napuniti,8.0,juniti,0.8393327593803406
napuniti,9.0,narušiti,0.8338215947151184
napuniti,10.0,pobuditi,0.8323618769645691
zabraniti,1.0,zabrani,0.8928921818733215
zabraniti,2.0,zabranio,0.8823748826980591
zabraniti,3.0,zabranu,0.8764175772666931
zabraniti,4.0,braniti,0.8680630326271057
zabraniti,5.0,zabranile,0.8627875447273254
zabraniti,6.0,zabrane,0.8598138093948364
zabraniti,7.0,zabranila,0.8584463596343994
zabraniti,8.0,zabranili,0.8523255586624146
zabraniti,9.0,zabranjuje,0.8355386257171631
zabraniti,10.0,zabranjenu,0.8346505165100098
odbraniti,,,
proizvesti,1.0,proizvedu,0.9214996099472046
proizvesti,2.0,proizvede,0.9175633192062378
proizvesti,3.0,proizvelo,0.9106834530830383
proizvesti,4.0,proizvele,0.9096362590789795
proizvesti,5.0,proizveo,0.9007989764213562
proizvesti,6.0,proizveli,0.8927019834518433
proizvesti,7.0,proizvoditi,0.8911697864532471
proizvesti,8.0,proizvodu,0.8854494690895081
proizvesti,9.0,proizvela,0.8841352462768555
proizvesti,10.0,proizvedenu,0.8826634883880615
izbrisati,1.0,obrisati,0.9389495849609375
izbrisati,2.0,brisati,0.9356784224510193
izbrisati,3.0,izbrisan,0.8728609681129456
izbrisati,4.0,izbrišem,0.8659530878067017
izbrisati,5.0,ignorisati,0.8632704615592957
izbrisati,6.0,izbriši,0.8626201152801514
izbrisati,7.0,izbrisane,0.8601007461547852
izbrisati,8.0,izbrišu,0.8600240349769592
izbrisati,9.0,izbrisao,0.8529708981513977
izbrisati,10.0,izbriše,0.8523615002632141
započinjati,1.0,započinju,0.9042040109634399
započinjati,2.0,započinje,0.8932704925537109
započinjati,3.0,započinjanjem,0.8748618960380554
započinjati,4.0,započinjanja,0.8747394680976868
započinjati,5.0,započeti,0.8678333759307861
započinjati,6.0,započinjanje,0.8633890151977539
započinjati,7.0,počinješ,0.8621159791946411
započinjati,8.0,počinjemo,0.860522985458374
započinjati,9.0,počinjao,0.8600387573242188
započinjati,10.0,započne,0.8595458269119263
proizvoditi,1.0,proizvodi,0.9393866062164307
proizvoditi,2.0,proizvodu,0.9369896650314331
proizvoditi,3.0,proizvodio,0.9291492104530334
proizvoditi,4.0,proizvodom,0.926095187664032
proizvoditi,5.0,proizvodile,0.9237062335014343
proizvoditi,6.0,proizvod,0.9225095510482788
proizvoditi,7.0,proizvode,0.9225040078163147
proizvoditi,8.0,proizvodima,0.9214701056480408
proizvoditi,9.0,proizvodeći,0.9177948832511902
proizvoditi,10.0,proizvodili,0.908829391002655
zabeležiti,1.0,zabeleži,0.9434864521026611
zabeležiti,2.0,obeležiti,0.9040672183036804
zabeležiti,3.0,zabeležila,0.8890004754066467
zabeležiti,4.0,zabeležio,0.8878373503684998
zabeležiti,5.0,zabeležen,0.8673840761184692
zabeležiti,6.0,zabeleženi,0.8648214340209961
zabeležiti,7.0,zabeležene,0.8571441173553467
zabeležiti,8.0,zabeleženo,0.8450586199760437
zabeležiti,9.0,uvažiti,0.8402536511421204
zabeležiti,10.0,zabeležena,0.8399289846420288
zapaziti,1.0,paziti,0.900206983089447
zapaziti,2.0,zapaliti,0.8774213790893555
zapaziti,3.0,zapazi,0.8762621879577637
zapaziti,4.0,zapamti,0.8701344132423401
zapaziti,5.0,sniziti,0.8545674681663513
zapaziti,6.0,traziti,0.8510559797286987
zapaziti,7.0,ulaziti,0.8498029708862305
zapaziti,8.0,poraziti,0.8478215932846069
zapaziti,9.0,uočiti,0.8470802307128906
zapaziti,10.0,ublažiti,0.8445115685462952
utvrditi,1.0,tvrditi,0.9319446682929993
utvrditi,2.0,potvrditi,0.9030472040176392
utvrditi,3.0,utvrdi,0.8811283111572266
utvrditi,4.0,utvrdilo,0.8497570753097534
utvrditi,5.0,dosuditi,0.8471477031707764
utvrditi,6.0,suditi,0.839614987373352
utvrditi,7.0,narušiti,0.8350430727005005
utvrditi,8.0,pobuditi,0.83382248878479
utvrditi,9.0,dogoditi,0.8327716588973999
utvrditi,10.0,utvrdimo,0.8310295343399048
napomenuti,1.0,napomenuto,0.9383945465087891
napomenuti,2.0,pomenuti,0.9180535674095154
napomenuti,3.0,opomenuti,0.9173572063446045
napomenuti,4.0,napomenuo,0.9122600555419922
napomenuti,5.0,napomenu,0.9090980291366577
napomenuti,6.0,napomenula,0.9058243036270142
napomenuti,7.0,napomeni,0.8750094175338745
napomenuti,8.0,napomenem,0.8670498132705688
napomenuti,9.0,pomenutim,0.8617596626281738
napomenuti,10.0,napomene,0.8587165474891663
proceniti,1.0,oceniti,0.893412172794342
proceniti,2.0,proceni,0.891308605670929
proceniti,3.0,procenu,0.8643467426300049
proceniti,4.0,procentualno,0.8545743227005005
proceniti,5.0,procentu,0.8532627820968628
proceniti,6.0,procenio,0.8500706553459167
proceniti,7.0,procenti,0.8485535979270935
proceniti,8.0,procene,0.8484658002853394
proceniti,9.0,procenjene,0.8483303189277649
proceniti,10.0,procenat,0.8455920815467834
zapamtiti,,,
događati,,,
zapaliti,1.0,upaliti,0.9289750456809998
zapaliti,2.0,spaliti,0.8929624557495117
zapaliti,3.0,zapaziti,0.8774213194847107
zapaliti,4.0,zapali,0.8536727428436279
zapaliti,5.0,zapalio,0.8345710039138794
zapaliti,6.0,zapaljivi,0.8235952854156494
zapaliti,7.0,zapalile,0.8203379511833191
zapaliti,8.0,zapalila,0.8168704509735107
zapaliti,9.0,zapalo,0.8152920007705688
zapaliti,10.0,zapalili,0.8149579763412476
upaliti,1.0,spaliti,0.9297546744346619
upaliti,2.0,zapaliti,0.9289749264717102
upaliti,3.0,ublažiti,0.8375529646873474
upaliti,4.0,srušiti,0.8307241201400757
upaliti,5.0,gajiti,0.8299441337585449
upaliti,6.0,zapaziti,0.828781247138977
upaliti,7.0,hladiti,0.822013795375824
upaliti,8.0,izvaditi,0.8216695189476013
upaliti,9.0,obojiti,0.821611225605011
upaliti,10.0,oštetiti,0.8213151097297668
odmoriti,,,
izboriti,,,
razlikovati,1.0,razlikovalo,0.8665259480476379
razlikovati,2.0,razlikovale,0.8608946204185486
razlikovati,3.0,razlikovala,0.8596222996711731
razlikovati,4.0,falsifikovati,0.8514053821563721
razlikovati,5.0,razliciti,0.8498455286026001
razlikovati,6.0,razlikovali,0.844332218170166
razlikovati,7.0,korigovati,0.8396738767623901
razlikovati,8.0,razlikovao,0.8388809561729431
razlikovati,9.0,kvantifikovati,0.8379360437393188
razlikovati,10.0,razlikujemo,0.8340938687324524
oblikovati,,,
odlikovati,,,
zagrliti,,,
preseliti,1.0,preseli,0.8793177008628845
preseliti,2.0,preselili,0.856164813041687
preseliti,3.0,presele,0.8561254739761353
preseliti,4.0,preselio,0.8468188047409058
preseliti,5.0,preselila,0.8448013067245483
preseliti,6.0,preseče,0.8414318561553955
preseliti,7.0,preskočiti,0.8235141634941101
preseliti,8.0,preseljava,0.8214935064315796
preseliti,9.0,preseljen,0.8183340430259705
preseliti,10.0,presekli,0.8178831338882446
primiti,1.0,poprimiti,0.887340784072876
primiti,2.0,primijetiti,0.8655019998550415
primiti,3.0,primi,0.846018373966217
primiti,4.0,primati,0.8274438381195068
primiti,5.0,primijeniti,0.8273487091064453
primiti,6.0,primite,0.7920970320701599
primiti,7.0,primile,0.7751334309577942
primiti,8.0,primilo,0.7672536373138428
primiti,9.0,primirje,0.7659177780151367
primiti,10.0,primitivni,0.7649292945861816
umiti,,,
začuditi,,,
odmahnuti,,,
preporučiti,1.0,preporučljiv,0.9180665612220764
preporučiti,2.0,preporučujemo,0.9174076318740845
preporučiti,3.0,preporučio,0.9135721921920776
preporučiti,4.0,preporučujem,0.9117287397384644
preporučiti,5.0,preporučen,0.9102843999862671
preporučiti,6.0,preporučljivo,0.9041048288345337
preporučiti,7.0,preporučene,0.9039806723594666
preporučiti,8.0,preporučuju,0.9030829668045044
preporučiti,9.0,preporučila,0.9016113877296448
preporučiti,10.0,preporučuje,0.9012098908424377
susretati,,,
prekidati,,,
proširiti,1.0,proširi,0.915061891078949
proširiti,2.0,proširivati,0.9027743935585022
proširiti,3.0,širiti,0.8988226056098938
proširiti,4.0,proširim,0.8937446475028992
proširiti,5.0,proširimo,0.8934906721115112
proširiti,6.0,prošire,0.8754399418830872
proširiti,7.0,proširilo,0.8700060844421387
proširiti,8.0,proširile,0.8569781184196472
proširiti,9.0,proširili,0.8506306409835815
proširiti,10.0,proširio,0.8482410907745361
uklanjati,1.0,uklanjaš,0.9203411340713501
uklanjati,2.0,uklanjaju,0.8793424963951111
uklanjati,3.0,uklanja,0.878402829170227
uklanjati,4.0,uklanjao,0.8762255311012268
uklanjati,5.0,oslanjati,0.8455562591552734
uklanjati,6.0,uklanjajući,0.8402441740036011
uklanjati,7.0,smejati,0.8319246768951416
uklanjati,8.0,ukloniti,0.8313226699829102
uklanjati,9.0,uklanjanjem,0.8289755582809448
uklanjati,10.0,uklanjanja,0.825613796710968
sušiti,,,
odrediti,1.0,krediti,0.876954972743988
odrediti,2.0,odredite,0.8751223087310791
odrediti,3.0,odredi,0.8720284104347229
odrediti,4.0,odrediva,0.8659070730209351
odrediti,5.0,porediti,0.8501980900764465
odrediti,6.0,obezbijediti,0.8489072918891907
odrediti,7.0,odredilo,0.847554087638855
odrediti,8.0,odredimo,0.8435126543045044
odrediti,9.0,uporediti,0.8427883386611938
odrediti,10.0,urediti,0.8393880128860474
narediti,1.0,krediti,0.8662147521972656
narediti,2.0,ubediti,0.8647260665893555
narediti,3.0,narušiti,0.8643285632133484
narediti,4.0,naredi,0.8604416847229004
narediti,5.0,preurediti,0.8573172688484192
narediti,6.0,izvaditi,0.8529304265975952
narediti,7.0,urediti,0.8508490324020386
narediti,8.0,obezbijediti,0.847517192363739
narediti,9.0,slediti,0.8462125658988953
narediti,10.0,dosuditi,0.843087375164032
urediti,1.0,krediti,0.9108401536941528
urediti,2.0,preurediti,0.9048420786857605
urediti,3.0,srediti,0.883776068687439
urediti,4.0,porediti,0.8781542181968689
urediti,5.0,slediti,0.867705762386322
urediti,6.0,ubediti,0.8665792346000671
urediti,7.0,uporediti,0.8649961352348328
urediti,8.0,proslediti,0.8518234491348267
urediti,9.0,narediti,0.8508491516113281
urediti,10.0,odrediti,0.8393880128860474
prirediti,,,
izvaditi,1.0,vaditi,0.9183384776115417
izvaditi,2.0,izvlačiti,0.8938316702842712
izvaditi,3.0,hladiti,0.8854396939277649
izvaditi,4.0,pobuditi,0.878761887550354
izvaditi,5.0,ublažiti,0.8745546340942383
izvaditi,6.0,uvažiti,0.8735089898109436
izvaditi,7.0,poraditi,0.8718381524085999
izvaditi,8.0,uraditi,0.8634357452392578
izvaditi,9.0,izlečiti,0.8633572459220886
izvaditi,10.0,odraditi,0.862942099571228
ugasiti,,,
zaštititi,1.0,zaštiti,0.9787355065345764
zaštititi,2.0,zaštitite,0.9198054075241089
zaštititi,3.0,štititi,0.9109932780265808
zaštititi,4.0,zaštitim,0.9046571850776672
zaštititi,5.0,štiti,0.8933424353599548
zaštititi,6.0,zaštitile,0.8891562819480896
zaštititi,7.0,zaštitio,0.8818729519844055
zaštititi,8.0,zaštitila,0.8806836009025574
zaštititi,9.0,zaštitili,0.874377429485321
zaštititi,10.0,zaštitom,0.8509611487388611
dogoditi,1.0,ugoditi,0.9213295578956604
dogoditi,2.0,pogoditi,0.9199812412261963
dogoditi,3.0,dosuditi,0.8857725262641907
dogoditi,4.0,dogodi,0.8785852193832397
dogoditi,5.0,pobuditi,0.8743607401847839
dogoditi,6.0,suditi,0.8585851788520813
dogoditi,7.0,izvaditi,0.8576499819755554
dogoditi,8.0,voditi,0.8544009923934937
dogoditi,9.0,truditi,0.8538071513175964
dogoditi,10.0,tvrditi,0.8519188761711121
ukloniti,1.0,otkloniti,0.9056068658828735
ukloniti,2.0,ukloni,0.8969382047653198
ukloniti,3.0,skloniti,0.886881947517395
ukloniti,4.0,uklonite,0.8808070421218872
ukloniti,5.0,uklopiti,0.8774603009223938
ukloniti,6.0,uklonile,0.8580517768859863
ukloniti,7.0,uklonimo,0.8577150702476501
ukloniti,8.0,uklonila,0.8571321368217468
ukloniti,9.0,osloniti,0.8453118205070496
ukloniti,10.0,uklonili,0.842176079750061
pridružiti,1.0,pridruži,0.939307451248169
pridružiti,2.0,pridruže,0.9323045015335083
pridružiti,3.0,pridružile,0.9190541505813599
pridružiti,4.0,pridružili,0.9005817770957947
pridružiti,5.0,pridružila,0.8993070125579834
pridružiti,6.0,pridružio,0.893604576587677
pridružiti,7.0,pridruženi,0.8863417506217957
pridružiti,8.0,pridružuju,0.8846318125724792
pridružiti,9.0,pridružujem,0.8843187689781189
pridružiti,10.0,pridružen,0.8808395266532898
zahvaliti,1.0,pohvaliti,0.8940539360046387
zahvaliti,2.0,zahvalim,0.8818488121032715
zahvaliti,3.0,zahvalio,0.8700440526008606
zahvaliti,4.0,zahvali,0.8557457327842712
zahvaliti,5.0,zahvati,0.8554806709289551
zahvaliti,6.0,zahvaljući,0.8326284885406494
zahvaliti,7.0,zahvaljujuci,0.8280513286590576
zahvaliti,8.0,zahvaljujemo,0.8280509114265442
zahvaliti,9.0,zahvate,0.8236166834831238
zahvaliti,10.0,zahvaljuje,0.8224825859069824
uveriti,,,
proveriti,1.0,proveravati,0.9046025276184082
proveriti,2.0,provjeriti,0.8895708322525024
proveriti,3.0,proverite,0.88718581199646
proveriti,4.0,proveri,0.880236029624939
proveriti,5.0,proverimo,0.8770119547843933
proveriti,6.0,proverim,0.8601885437965393
proveriti,7.0,proveravam,0.8599620461463928
proveriti,8.0,proveru,0.8490822911262512
proveriti,9.0,proverila,0.8442288637161255
proveriti,10.0,proverili,0.843947172164917
napominjati,,,
progutati,1.0,proguta,0.8593487739562988
progutati,2.0,smetati,0.8386136293411255
progutati,3.0,izostati,0.8308902382850647
progutati,4.0,koštati,0.8256787061691284
progutati,5.0,propagirati,0.8229479193687439
progutati,6.0,trpati,0.8212655782699585
progutati,7.0,ometati,0.820650041103363
progutati,8.0,procitati,0.814019501209259
progutati,9.0,odstupati,0.811829149723053
progutati,10.0,prozivati,0.8113144636154175
podsticati,1.0,podsticaj,0.9002393484115601
podsticati,2.0,podsticao,0.8934578895568848
podsticati,3.0,isticati,0.8933301568031311
podsticati,4.0,podsticaje,0.8918430805206299
podsticati,5.0,podstiču,0.8842372894287109
podsticati,6.0,podstičući,0.8795113563537598
podsticati,7.0,podsticanju,0.865642249584198
podsticati,8.0,podstiče,0.8647578954696655
podsticati,9.0,podsticanje,0.8626216650009155
podsticati,10.0,podstakne,0.8595726490020752
primati,1.0,primata,0.8400991559028625
primati,2.0,primaju,0.8358513116836548
primati,3.0,imati,0.8352932333946228
primati,4.0,primat,0.8326022624969482
primati,5.0,primaocu,0.8309974074363708
primati,6.0,primiti,0.8274438381195068
primati,7.0,primate,0.8212598562240601
primati,8.0,primatima,0.8202301263809204
primati,9.0,primijetiti,0.8161976337432861
primati,10.0,uzimati,0.8127776384353638
proslaviti,,,
nalaziti,1.0,nalazite,0.8951225876808167
nalaziti,2.0,nalaziš,0.8916869163513184
nalaziti,3.0,nalazimo,0.882365345954895
nalaziti,4.0,nalazeći,0.8628349900245667
nalaziti,5.0,nalazištu,0.8611441254615784
nalaziti,6.0,nalazu,0.8603160977363586
nalaziti,7.0,nalazima,0.8600063920021057
nalaziti,8.0,nalazim,0.8550910353660583
nalaziti,9.0,nalazi,0.8550235629081726
nalaziti,10.0,nalazišta,0.8517367243766785
dolaziti,1.0,dolaziš,0.8881521821022034
dolaziti,2.0,dolazimo,0.8843600749969482
dolaziti,3.0,ulaziti,0.8565028309822083
dolaziti,4.0,dolazim,0.8512207269668579
dolaziti,5.0,dolazi,0.8474423885345459
dolaziti,6.0,dolazeći,0.8434829711914062
dolaziti,7.0,dolazilo,0.8401811718940735
dolaziti,8.0,dolazile,0.831023633480072
dolaziti,9.0,poraziti,0.8275746703147888
dolaziti,10.0,pobuditi,0.8259439468383789
odlaziti,,,
prolaziti,,,
izlaziti,1.0,ulaziti,0.9078616499900818
izlaziti,2.0,izlazima,0.8575491309165955
izlaziti,3.0,izlazi,0.8574503660202026
izlaziti,4.0,rekviziti,0.8409966230392456
izlaziti,5.0,izlečiti,0.8312867879867554
izlaziti,6.0,izlazile,0.8309109210968018
izlaziti,7.0,izlaze,0.8301308751106262
izlaziti,8.0,zapaziti,0.8284408450126648
izlaziti,9.0,izlaz,0.8280657529830933
izlaziti,10.0,izlazu,0.8276668190956116
ulaziti,1.0,izlaziti,0.9078617095947266
ulaziti,2.0,paziti,0.8624941110610962
ulaziti,3.0,dolaziti,0.8565028309822083
ulaziti,4.0,zapaziti,0.8498029708862305
ulaziti,5.0,prelaziti,0.8497551083564758
ulaziti,6.0,ulazimo,0.8441509008407593
ulaziti,7.0,rekviziti,0.8416122794151306
ulaziti,8.0,traziti,0.8388752937316895
ulaziti,9.0,sniziti,0.8365653157234192
ulaziti,10.0,nalaziti,0.8338883519172668
prelaziti,1.0,prelazimo,0.9029789566993713
prelaziti,2.0,prelazeći,0.8916047811508179
prelaziti,3.0,prelazi,0.8870935440063477
prelaziti,4.0,prelazima,0.8834762573242188
prelaziti,5.0,prelazu,0.8791497349739075
prelaziti,6.0,prelaz,0.8648868203163147
prelaziti,7.0,prelaze,0.8645676970481873
prelaziti,8.0,prelazno,0.8562373518943787
prelaziti,9.0,prelaznu,0.8514315485954285
prelaziti,10.0,ulaziti,0.8497549891471863
prilaziti,,,
obradovati,,,
uvrediti,,,
nastojati,1.0,postojati,0.8637434244155884
nastojati,2.0,sastojati,0.863368809223175
nastojati,3.0,nastoje,0.851507306098938
nastojati,4.0,nastojeći,0.8514147400856018
