base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
baviti,pribaviti,pri,2236,20
paliti,spaliti,s,85,89
služiti,poslužiti,po,1521,221
paziti,zapaziti,za,34,37
stizati,pristizati,pri,323,65
vrediti,povrediti,po,58,92
pustiti,propustiti,pro,81,155
pijati,upijati,u,2,24
rešiti,razrešiti,raz,539,29
počneti,započneti,za,5,75
duvati,oduvati,o,64,4
ložiti,razložiti,raz,8,12
topiti,otopiti,o,34,6
pomenuti,spomenuti,s,122,62
rasti,prerasti,pre,654,123
padati,upadati,u,293,56
kositi,prkositi,pr,34,15
obići,zaobići,za,95,38
rušiti,srušiti,s,63,148
krasiti,ukrasiti,u,30,36
mrznuti,zamrznuti,za,2,6
buniti,pobuniti,po,21,92
izaći,proizaći,pro,448,20
skočiti,preskočiti,pre,64,107
teliti,steliti,s,1,1
padnuti,raspadnuti,ras,71,5
podjeti,raspodjeti,ras,10,2
vjeriti,ovjeriti,o,3,3
miti,smiti,s,4,14
lagati,prilagati,pri,8,8
dovesti,nadovesti,na,1657,2
duvati,naduvati,na,64,6
meriti,premeriti,pre,266,1
učiti,proučiti,pro,438,32
tražiti,zatražiti,za,1122,226
sezati,dosezati,do,4,25
boraviti,zaboraviti,za,435,91
miriti,smiriti,s,15,33
plivati,zaplivati,za,130,3
raziti,poraziti,po,1,222
mestiti,namestiti,na,1,15
vučiti,uvučiti,u,50,12
setiti,osetiti,o,23,132
kupiti,okupiti,o,455,223
nistiti,unistiti,u,1,44
rušiti,prerušiti,pre,63,6
okrenuti,preokrenuti,pre,218,19
krenuti,zakrenuti,za,769,1
seliti,naseliti,na,231,255
hvatati,prihvatati,pri,86,228
leti,poleti,po,107,19
potpuniti,upotpuniti,u,1,22
štići,zaštići,za,1,1
laziti,izlaziti,iz,1,871
mešati,smešati,s,231,25
pustiti,upustiti,u,81,40
desiti,podesiti,po,487,65
titi,prititi,pri,6,24
desiti,zadesiti,za,487,56
okruživati,zaokruživati,za,175,13
uzdati,zauzdati,za,2,3
ložiti,položiti,po,8,148
pojiti,spojiti,s,7,102
topiti,utopiti,u,34,15
govoriti,izgovoriti,iz,1715,29
biti,pobiti,po,512055,72
deliti,udeliti,u,1137,1
stradati,postradati,po,298,41
pasti,zapasti,za,549,57
jasti,izjasti,iz,4,5
hvatati,shvatati,s,86,144
roniti,izroniti,iz,7,2
terati,doterati,do,35,12
pustiti,dopustiti,do,81,50
ploviti,doploviti,do,144,34
hapsiti,uhapsiti,u,29,132
umjeti,razumjeti,raz,1,4
mjeriti,zamjeriti,za,4,3
niti,doniti,do,5,34
gađati,događati,do,43,79
kriviti,okriviti,o,35,19
dati,odati,o,2374,55
graničiti,ograničiti,o,199,99
reći,poreći,po,1294,12
klijati,proklijati,pro,5,8
menjeti,razmenjeti,raz,1,1
jednačiti,ujednačiti,u,2,4
duti,naduti,na,1,1
kuvati,prokuvati,pro,41,4
lažiti,vlažiti,v,15,4
ići,sići,s,1070,26
seći,doseći,do,46,45
trčati,pretrčati,pre,60,6
stupati,ustupati,u,92,21
ostati,preostati,pre,2351,10
suditi,presuditi,pre,63,21
bići,dobići,do,4,153
ovladavati,preovladavati,pre,12,50
goniti,pogoniti,po,54,9
kazati,prikazati,pri,1150,276
ispitati,preispitati,pre,90,15
vijati,uvijati,u,2,10
virati,izvirati,iz,1,16
goliti,ogoliti,o,2,1
liveti,izliveti,iz,4,2
nositi,unositi,u,2013,126
kriti,prekriti,pre,154,18
zeleniti,ozeleniti,o,17,1
hrabriti,ohrabriti,o,6,57
seti,naseti,na,7,27
nalaziti,snalaziti,s,11350,26
rasti,orasti,o,654,72
poručiti,preporučiti,pre,25,55
bnoviti,obnoviti,o,1,276
aviti,saviti,s,29,13
krutiti,ukrutiti,u,1,1
kupiti,nakupiti,na,455,11
dirnuti,dodirnuti,do,2,31
tresti,protresti,pro,6,1
brisati,obrisati,o,48,27
škoditi,naškoditi,na,4,14
gledati,ugledati,u,405,67
