глагол,частота
sarađivati,463
donositi,462
stajati,460
zabeležiti,459
misliti,458
predati,458
karakterisati,452
podrazumevati,452
ležati,450
doživeti,449
uspevati,442
kupiti,441
odgovarati,439
zasnivati,439
povezivati,435
uzimati,432
osvajati,427
tumačiti,424
primenjivati,422
definisati,421
smanjiti,415
proširiti,414
odrasti,413
sprečiti,413
prestati,413
roditi,411
odlučivati,410
širiti,409
započinjati,409
brojati,407
putovati,406
upravljati,405
stupiti,403
slediti,401
dominirati,398
doprineti,396
predvoditi,392
bivati,391
preživeti,389
nuditi,388
povećavati,388
učiti,387
utvrditi,380
potvrditi,380
nazvati,379
izaći,379
snimiti,379
oženiti,378
otkrivati,376
voziti,376
priznati,375
graditi,374
naslediti,372
uništiti,370
osećati,368
potpisivati,367
određivati,365
sprovoditi,364
povećati,362
emitovati,361
predavati,361
boraviti,360
iskoristiti,360
izgraditi,359
dešavati,359
provoditi,355
smanjivati,355
postavljati,354
pokretati,351
prenositi,351
javiti,350
očekivati,349
saznati,346
praviti,345
napuštati,342
svirati,342
posvetiti,338
postizati,338
čuti,337
datirati,335
gledati,334
predložiti,330
dogoditi,328
udasti,328
uspostaviti,327
podeliti,327
slati,326
izazivati,325
izabrati,325
glumiti,321
sretati,319
podržati,319
dodati,317
dodeljivati,316
proglasiti,316
kontrolisati,315
dostići,313
shvatiti,312
naučiti,309
staviti,308
spominjati,308
pretpostavljati,306
pružiti,305
privući,302
narediti,300
izašati,300
odrediti,300
podsećati,299
ticati,298
birati,298
pivati,298
umrlati,296
izvesti,295
umirati,293
stizati,292
ogledati,291
posmatrati,290
gubiti,289
uslediti,289
pristupiti,288
odbraniti,285
ponuditi,284
navesti,282
pevati,279
uključiti,278
ispuniti,277
pozvati,274
preneti,274
promovisati,274
pokrivati,273
izraziti,271
fokusirati,271
uputiti,271
obezbeđivati,269
zaustaviti,268
objašnjavati,267
sakrifisiti,267
trenirati,266
funkcionisati,265
napredovati,264
sačuvati,263
osloboditi,262
pobeći,260
prostirati,259
izgledati,258
proizvesti,258
važiti,258
rešiti,257
istraživati,257
zaključiti,256
priključiti,254
posetiti,254
stradati,252
porasti,252
varirati,251
ubijati,251
identifikovati,250
smeti,250
doprinositi,249
dozvoliti,247
prisustvovati,246
uživati,243
proticati,243
pobegnuti,242
objasniti,242
prekinuti,242
odabrati,241
težiti,240
uzeti,240
dokazati,240
podneti,239
otvarati,237
snimati,236
ispasti,236
uzrokovati,235
čekati,235
pozivati,234
izbeći,233
pravi,233
primati,233
pripasti,233
svedočiti,231
lečiti,230
planirati,230
sprovesti,230
preuzimati,230
odlikovati,229
nastojati,229
pričati,229
spasiti,228
primetiti,228
označiti,228
spajati,227
slaviti,227
odbijati,226
kvalifikovati,226
padati,224
dostizati,223
komponovati,223
oboriti,223
razumeti,222
dozvoljavati,221
teći,220
kritikovati,220
okupljati,220
napadati,220
ostvarivati,220
izdvajati,219
najaviti,219
izdavati,218
odrastati,218
izboriti,218
usvojiti,218
vezovati,218
pretvoriti,216
oslanjati,215
štititi,215
beležiti,214
odgovoriti,214
savladati,214
prihvatati,213
potvrđivati,212
ulivati,212
saznavati,212
pronalaziti,211
stavljati,211
procenjivati,210
naseliti,210
prikazati,208
bežati,207
otpočeti,207
shvatati,206
izbiti,206
prepoznati,205
povesti,205
uvesti,204
seliti,204
upotrebljavati,204
uzeo,204
raspolagati,204
rezultirati,202
izbaciti,201
obnoviti,200
ostavljati,200
prevesti,200
brinuti,199
doživljavati,199
prodati,199
reagovati,198
imenovati,196
slagati,195
upoznavati,194
okončati,194
uatabati,194
upisivati,193
izlagati,193
proučavati,192
sastati,192
uvoditi,191
glasiti,191
protezati,191
podsticati,191
izneti,189
poslužiti,189
zaposliti,189
pokloniti,189
poboljšati,187
sticati,187
zalagati,187
polagati,186
prijaviti,186
zatražiti,185
uveo,185
okupiti,184
platiti,183
sprečavati,183
posećivati,183
priznavati,182
položiti,182
hraniti,180
uvrstiti,180
poraziti,180
obrazovati,178
osigurati,177
pretvarati,176
obaviti,176
odustati,174
pretrpeti,173
pristati,173
zarobiti,172
dizajnirati,170
ukazati,169
zaigrati,169
naići,169
povratiti,168
zateći,168
meriti,167
upasti,166
odražavati,166
poštovati,166
uhvatiti,166
stati,165
odbaciti,164
kreirati,164
preporučivati,164
sklopiti,163
nacrtati,163
obratiti,163
realizovati,162
pripremati,162
sugerisati,162
razgovarati,162
odvojiti,161
koštati,161
suočavati,161
plivati,161
odneti,160
nastanjivati,160
živjeti,159
osnivati,158
sagraditi,158
odobriti,158
povlačiti,158
izdvojiti,158
čitati,158
naglašavati,157
rezultovati,157
upućivati,156
gnezditi,155
školovati,155
zaraditi,155
dodavati,155
pripisivati,154
kupovati,153
suočiti,153
poznavati,152
nedostajati,152
nadati,152
privlačiti,151
predlagati,151
komandovati,150
razmatrati,150
izražavati,150
trijumfovati,150
uređivati,150
moliti,150
postignuti,149
doktorirati,149
susretati,149
sačinjavati,148
pogoditi,148
prebaciti,147
manifestovati,146
odvesti,146
zatvoriti,146
dodeliti,146
obrađivati,146
povezati,146
ubediti,145
izbegavati,144
upotrebiti,144
okruživati,144
zadržavati,144
slušati,143
spremati,143
izbegnuti,142
regulisati,142
prethoditi,141
nestati,141
pripremiti,140
primeniti,140
proslaviti,139
okrenuti,139
rukovoditi,139
podizati,138
zastupati,138
prikupljati,138
ukloniti,138
ustanoviti,138
plaćati,138
ispadati,138
sastaviti,137
kriti,137
razmišljati,137
produžiti,137
osetiti,136
uništavati,135
obeležiti,135
popraviti,135
zabraniti,135
dostignuti,135
navati,135
kombinovati,134
mešati,133
baciti,133
doseliti,133
pretiti,132
podstaći,132
ponavljati,131
sakupljati,131
preduzeti,130
predviđati,130
ponašati,129
uhapsiti,128
prerasti,128
pomenuti,127
udati,127
prikupiti,127
sakupiti,127
složiti,127
prilagoditi,126
nailaziti,126
odreći,126
emigrirati,126
producirati,126
računati,125
prodavati,125
srušiti,125
prestajati,124
izraditi,124
ispunjavati,124
ponoviti,124
spuštati,124
propustiti,124
aktivirati,123
ispoljavati,123
spavati,123
finansirati,123
naterati,122
truditi,121
nameravati,121
prouzrokovati,121
pridruživati,120
spasti,120
približiti,120
pitati,119
ličiti,119
prevoditi,118
otputovati,118
graničiti,118
piti,117
zaštititi,117
rešavati,117
tretirati,117
magistrirati,117
jesti,117
isplivati,117
odvajati,116
učestovati,116
sam,115
venčati,115
primećivati,114
pobizediti,114
prodasti,114
opstati,113
izučavati,113
obećati,112
oslobađati,112
nastaniti,111
zamenjivati,110
djelovati,110
naglasiti,110
okupirati,109
čiti,109
osmisliti,107
uzmiti,107
pati,106
gostovati,106
pogledati,105
analizirati,105
insistirati,105
savetovati,105
uspiti,105
izbijati,105
uspostavljati,105
bazirati,104
ispostaviti,103
glasati,102
opadati,102
proceniti,102
plašiti,102
sakriti,101
ograničavati,101
nametnuti,101
izbacivati,101
projektovati,101
obeležavati,100
poneti,100
proizvod,100
klasifikovati,100
uočiti,99
poći,99
eliminisati,99
razbiti,99
pretpostaviti,99
nestajati,99
odbacivati,98
ilustrovati,98
ratovati,97
primorati,97
inspirisati,97
dospeti,97
ubrajati,96
ispasiti,96
svrstavati,96
zahvatati,96
pročitati,96
stupati,96
oblikovati,96
udariti,95
izrađivati,95
skloniti,95
angažovati,95
bacati,95
počiniti,94
poboljšavati,94
razvesti,94
raspravljati,94
startovati,93
komunicirati,93
podnositi,93
praktikovati,93
posvećivati,93
prepoznavati,93
počivati,93
pohvaliti,93
snabdevati,92
približavati,92
žaliti,92
izjasniti,92
odati,92
rađati,92
probiti,92
unaprediti,92
portezući,92
suprotstaviti,91
protiviti,91
uporediti,91
ujediniti,91
stignuti,91
uočavati,91
okretati,91
leti,91
hrana,90
odatliti,90
učvrstiti,90
izveštavati,90
ojačati,89
zabranjivati,89
udružiti,89
obuhvatiti,89
zahvatiti,88
generisati,88
ukinuti,88
dokazivati,88
štafeti,88
oporaviti,87
paliti,87
izvući,87
skupljati,87
sastajati,87
spojiti,87
optužiti,86
zaključivati,86
propasti,85
pustiti,85
orasti,85
bolovati,85
prići,85
izvršavati,85
smestiti,84
otkupiti,84
zaboraviti,84
poteći,84
poklapati,84
obraćati,84
izmeniti,84
stanovati,83
prirediti,83
migrirati,83
napomenuti,83
dobići,83
stopasti,83
zapošljavati,82
pregovarati,82
ugrožavati,81
oživeti,81
ugroziti,81
ispitati,81
otežavati,80
pomerati,80
prevazići,80
nametati,80
urediti,80
konstruisati,79
olakšati,79
trčati,79
negovati,78
odvoditi,78
pojačati,78
umrasti,78
telenoveti,77
zapisati,77
dočekati,77
naslikati,77
nadgledati,77
službovati,77
zapasti,77
izreći,77
zaljubljivati,76
ignorisati,76
uklanjati,76
obnavljati,76
uvis,76
preferirati,76
miskijavati,76
pucati,75
razdvajati,75
zatvarati,75
očuvati,75
skrenuti,75
obići,75
opasti,75
registrovati,75
načiniti,74
proširivati,74
upozoriti,74
ukrštati,74
uzgajati,74
ograničiti,73
utvrđivati,73
posjedovati,73
polaziti,73
spustiti,73
saopštiti,73
citirati,73
izdržati,73
priprema,72
prekidati,72
preseti,72
poklanjati,72
zadovoljavati,72
oceniti,72
usavršavati,72
preskočiti,72
uspjeti,72
donirati,72
rivati,72
puštati,72
osnoviti,72
titi,72
blokirati,71
istražiti,71
usmeravati,71
zadovoljiti,71
podučavati,71
obavestiti,71
izračunati,70
pišati,70
oboleti,70
svrstati,70
umresati,70
unositi,70
pristajati,70
novesti,70
probuditi,69
izdržavati,69
pobeđivati,69
naneti,69
uložiti,69
isključiti,69
proslavljati,69
razmnožavati,69
družiti,68
zaljubiti,68
poseta,68
omogućivati,68
ugušiti,68
pozaditi,68
usiti,68
ustati,67
suditi,67
apsorbovati,67
simbolizovati,67
obrasti,67
ploviti,67
započneti,67
izvoareti,67
hvatati,66
izviriti,66
usmeriti,66
pokoriti,66
događati,66
pomiriti,66
zaštita,66
obilovati,66
evoluirati,66
komentarisati,66
korist,66
napuniti,65
skrivati,65
isplatiti,65
penzionisati,65
testirati,65
ometati,65
poleteti,65
pobuniti,64
dogovoriti,64
poslovati,64
zagovarati,64
mučiti,64
potražiti,64
sediti,64
prepustiti,63
specijalizovati,63
prebacivati,63
skočiti,63
izmisliti,63
ceniti,63
stimulisati,63
angaživati,62
garantovati,62
nabaviti,62
prevazilaziti,62
osuditi,62
pojačavati,62
obojati,61
optuživati,61
rastati,61
transformisati,61
proizilaziti,61
preovlađivati,61
spaliti,61
obilaziti,61
porediti,61
izložiti,61
favorizovati,61
raspasti,61
▼ati,61
pridržavati,60
ispričati,60
inicirati,60
ubrzati,60
sumnjati,60
nanositi,60
ispoljiti,59
naređivati,59
razmotriti,59
zanimati,59
obećavati,59
odraziti,59
skupiti,59
ocenjivati,59
svesti,59
admirati,59
popesti,59
prilagođavati,58
smenjivati,58
raslati,58
sklapati,58
distribuirati,58
odigravati,58
ugasiti,58
naručiti,57
igrasti,57
prezentovati,57
uvećavati,57
isključivati,57
sedeti,57
zamisliti,57
upoređivati,57
ubaciti,57
ugrađivati,57
ustupiti,56
svoditi,56
ispitovati,56
zavladati,56
izgoreti,56
konvertovati,56
olakšavati,56
oglašavati,56
povrediti,56
sušiti,56
pogađati,56
izjednačiti,56
prilaziti,56
preporučiti,55
poveriti,55
takmiti,55
uneti,55
opkoliti,55
opljačkati,55
suprotstavljati,55
prodaja,55
oprostiti,54
prisiliti,54
viđati,54
oduzeti,54
loviti,54
izlečiti,54
zarađivati,54
saopštavati,54
pomeriti,54
ispraviti,54
skretati,54
umanjiti,54
uzdizati,54
konzumirati,54
izabeti,54
zaostajati,54
imitirati,54
zadobiti,54
iskazivati,54
tlapevati,54
mokratiti,53
odgajati,53
iseliti,53
propisivati,53
plačiti,53
dodjeljivati,53
pozajmiti,53
usavršiti,52
dinati,52
izjašnjavati,52
spašavati,52
upozoravati,52
premestiti,52
padnuti,52
maturirati,52
nabavljati,52
slomiti,52
publikovati,52
uameluti,52
trčeti,51
pregledati,51
oprobati,51
obaveštavati,51
očistiti,51
obučavati,51
bojati,51
dočeći,51
iskazati,51
ženiti,51
uzmeti,51
hodati,50
gaviti,50
odobravati,50
upad,50
sazvati,50
raširiti,50
oko,50
pohvatiti,50
prekrivati,50
preovladavati,50
sukobiti,50
zaustavljati,50
preduzimati,50
kandidovati,50
ultiti,50
odložiti,49
tragati,49
usvajati,49
potisnuti,49
ugledati,49
proterati,49
koncentrisati,49
zadesiti,49
oslikavati,49
dopuštati,49
odavati,49
ratifikovati,49
ulagati,49
negirati,49
siti,49
rekonstruisati,48
manastirati,48
zapaziti,48
diti,48
smeštati,48
izlučivati,48
unistiti,48
primjenjivati,48
uvideti,48
izgovarati,48
dostaviti,48
otpasti,48
izgrađivati,48
}-,48
kulminirati,47
osveti,47
obnova,47
okrući,47
eksplodirati,47
onemogućavati,47
napominjati,47
predvideti,47
pusti,47
pridavati,47
usloviti,47
nazad,47
odstupati,47
integrisati,47
manipulisati,47
zbaciti,47
transportovati,47
ovladati,47
vežbati,47
lučiti,47
pojesti,47
spirati,47
osoriti,47
smetati,46
smiriti,46
pristup,46
eskadriti,46
predsedavati,46
izjavljivati,46
osuđivati,46
pogoršati,46
sastavljati,46
strujati,46
spomenuti,46
razdvojiti,46
oslabiti,46
prevoziti,46
obavezati,45
trpeti,45
uklapati,45
napad,45
proveravati,45
ponići,45
egzistirati,45
sagledati,45
pobiti,45
trošiti,45
izvestiti,45
sreti,45
dugovati,45
demonstrirati,45
sukobljavati,45
nasleđivati,45
oterati,44
zati,44
proisteći,44
vezati,44
razoriti,44
izračunavati,44
skidati,44
zanemarivati,44
nastradati,44
implementirati,44
obožavati,43
viditi,43
sadržavati,43
starati,43
probovati,43
zainteresovati,43
zamonašiti,43
jačiti,43
prozvati,43
pogubiti,43
sačekati,43
premašiti,43
oglasiti,43
zimeti,43
sintetisati,42
izumrlati,42
potući,42
oformiti,42
onemogućiti,42
opsedati,42
žrtvovati,42
opredeliti,42
iskusiti,42
spasati,42
darovati,42
raspustiti,42
uveriti,42
dopustiti,42
ukrašavati,42
proveriti,42
zamišljati,42
posredovati,42
naslijediti,42
pristići,42
uazalingati,42
udruživati,41
osporavati,41
nagovoriti,41
lansirati,41
komplikovati,41
priključivati,41
opravdati,41
pozoviti,41
odazvati,41
dovršiti,41
informisati,41
popravljati,41
umanjivati,41
regrutovati,41
prodreti,41
vežati,41
uzdići,41
ohrabriti,41
ispostavljati,41
sahraniti,40
terati,40
kupatiti,40
crtati,40
unapređivati,40
izvučiti,40
probijati,40
konstatovati,40
obraditi,40
sviliti,40
oštetiti,40
dupliti,40
priređivati,40
pristupati,40
potrošiti,40
pozajmljivati,40
modifikovati,40
razmenjivati,40
izvlačiti,40
oktaviti,40
zabavljati,39
raskidati,39
pogodovati,39
pozdraviti,39
susreti,39
hvaliti,39
obogatiti,39
zasluživati,39
zastareti,39
posveti,39
pridobiti,39
seći,39
osporiti,39
tj.,39
dražiti,39
zadovoljati,39
pošati,39
skovati,39
zamoliti,39
odstupiti,39
raspad,39
pobijediti,39
otpustiti,38
ukrasiti,38
oblačiti,38
vaditi,38
propagirati,38
popuniti,38
rušiti,38
useliti,38
diskutovati,38
kontaktirati,38
rizikovati,38
izolovati,37
kriviti,37
raskinuti,37
naložiti,37
pomisliti,37
skinuti,37
darivati,37
kodirati,37
kršiti,37
interpretirati,37
vlasteti,37
vjerovati,37
ispuštati,37
zapaliti,37
interesovati,37
susresti,37
pripisati,37
nadoknaditi,37
proglašavati,37
pripovedati,37
afirmisati,37
popunjavati,37
sponzorisati,37
uvećati,37
nagraditi,37
kazniti,36
osveštati,36
konkurisati,36
probati,36
oživljavati,36
prekršiti,36
juriti,36
proisticati,36
pristizati,36
formulisati,36
prebeći,36
vrednovati,36
soliti,36
vileti,36
otkloniti,36
vučiti,36
okarakterisati,36
popustiti,36
zaigrasati,36
pogoršavati,35
bligati,35
slići,35
zavesti,35
detektovati,35
ublažiti,35
upadati,35
zagrevati,35
odstraniti,35
obezbijediti,35
zadati,35
dodirati,35
prijavljivati,35
propadati,35
poprimiti,35
ukraditi,35
uklopiti,35
prevariti,35
otkazati,35
dejstvovati,35
motivisati,35
iznenaditi,35
odraditi,35
paziti,35
narušavati,35
liveziti,35
uaniti,35
vesti,34
upustiti,34
popularizovati,34
popremati,34
učestati,34
prerastiti,34
ugostiti,34
deaktivirati,34
odgovor,34
opravdavati,34
izleti,34
dostavljati,34
obustaviti,34
šeširati,34
implicirati,34
krunisati,34
obitavati,34
bližati,34
žena,34
ustvariti,34
intervenisati,34
vidjeti,34
bordeti,34
naplaćivati,34
su,34
pjevati,34
kružiti,34
otpevati,34
umeti,34
dopati,34
uslijediti,33
razići,33
vrteti,33
mrzeti,33
izroditi,33
sresti,33
isporučivati,33
pljačkati,33
mobilisati,33
oboleliti,33
pokupiti,33
preživljavati,33
opsluživati,33
cvetati,33
dokumentovati,33
rangirati,33
zamisati,33
gajiti,33
potčiniti,33
smisliti,33
slikati,33
zabilježiti,33
temeljiti,33
odmarati,33
objastiti,33
veslati,33
poditi,33
ukidati,32
uspijevati,32
redukovati,32
zanemariti,32
poslatati,32
kažnjavati,32
osiguravati,32
iskopati,32
dospevati,32
indukivati,32
upotpunjivati,32
posjetiti,32
adaptirati,32
bisti,32
snositi,32
sazrevati,32
kuvati,32
izvoziti,32
pomešati,32
tužiti,32
patiti,32
nalagati,32
areasati,32
širok,32
sežati,32
zvučiti,32
doseljavati,31
silaziti,31
diktirati,31
porušiti,31
stopati,31
obilježiti,31
doniti,31
eksploatisati,31
oticati,31
grupisati,31
rasporediti,31
sačiniti,31
domoći,31
tolerisati,31
otpočinjati,31
hvati,31
izmiriti,31
upitati,31
dopreti,31
fotografisati,31
intervjuisati,31
simulirati,31
slavivati,31
eksperimentisati,30
primena,30
odseliti,30
nastavati,30
uskladiti,30
sinhronizovati,30
sužavati,30
gađati,30
snalaziti,30
skladištiti,30
postupati,30
diviti,30
vrediti,30
oduzimati,30
kopirati,30
opremiti,30
najavljivati,30
nazoviti,30
sanjati,30
doživiti,30
srediti,30
nagoveštavati,30
zimovati,30
katalizovati,30
varati,29
reorganizovati,29
zapleniti,29
šetati,29
promašiti,29
smeniti,29
podležiti,29
razbolesti,29
ubrzavati,29
poslivati,29
javati,29
objediniti,29
vaspitavati,29
presecati,29
trgujati,29
unajmljivati,29
priuštiti,29
proteći,29
trgovati,29
progoniti,29
pribaviti,29
ispratiti,29
prisećati,29
junion,29
oponašati,28
valjati,28
pogotovati,28
prisvojiti,28
zaostati,28
uvati,28
uslovljavati,28
zasnovati,28
snaći,28
zaslužiti,28
podležati,28
veličati,28
prestavljati,28
besniti,28
kazavati,28
spasavati,28
isteći,28
reflektovati,28
krasiti,28
htjeti,28
preživjeti,28
asistirati,28
preokrenuti,28
interesivati,28
iskrcati,28
ukrcati,28
dijeti,28
sahranjivati,27
inhibirati,27
izvaditi,27
ukrati,27
naseti,27
lutati,27
pokriti,27
izrastati,27
uvoziti,27
izostati,27
pušiti,27
sprijateljiti,27
nadovezivati,27
primoravati,27
rečiti,27
abdicirati,27
uvažavati,27
potiskovati,27
preimenovati,27
sudelovati,27
osvetiti,27
usporiti,27
topiti,27
pobeda,27
dopunjavati,27
osušiti,27
odustajati,27
dodirovati,27
oteti,27
zahtijevati,27
prisiljavati,27
preplitati,27
poznati,27
gurati,26
obračunati,26
uviđati,26
tečiti,26
pretstavljati,26
odmicati,26
spoznati,26
ispitivati,26
žuriti,26
poništiti,26
potrajati,26
zapamtiti,26
izglasati,26
razoružati,26
zapretiti,26
okružiti,26
kupatilo,26
podlegati,26
protestovati,26
spriječiti,26
produžavati,26
skratiti,26
deklarisati,26
opstajati,26
izjednačavati,26
sumirati,26
okušati,26
rukovati,26
murasti,26
napajati,26
doseći,26
podesiti,26
streljati,26
prirasti,26
prostati,26
pojeniti,26
usporavati,25
snižavati,25
istupiti,25
poljubiti,25
dijagnostisati,25
odužiti,25
izumeti,25
plažiti,25
suprostaviti,25
prestići,25
maršati,25
kiša,25
popiti,25
dopunjivati,25
nagovarati,25
spremiti,25
upiti,25
gasiti,25
odupreti,25
premeštati,25
izvojevati,25
pobjeći,25
narasti,25
nadmašiti,25
sleteti,25
sirati,25
procvetati,25
prizivati,25
izbjeći,25
mirisati,25
prodirati,25
ubacovati,25
ažurirati,25
obavezivati,25
fiksirati,25
orbiti,25
proizaći,25
rastaviti,24
otpuštati,24
uvlačiti,24
obučiti,24
bankrotirati,24
udaljiti,24
korigovati,24
nadmetati,24
likvidirati,24
spekulisati,24
doniteti,24
upucati,24
razbijati,24
podsjećati,24
pariti,24
poslatiti,24
smišljati,24
urušiti,24
zavoditi,24
objedinjivati,24
zastati,24
osvesiti,24
propovedati,24
pretražovati,24
raniti,24
ugraditi,24
reklamirati,24
slijediti,24
razigravati,24
distancirati,24
posumnjati,24
impresionirati,24
locirati,24
rinitis,24
suniti,24
sabirati,23
htiti,23
upuštati,23
unajmiti,23
goniti,23
izgovoriti,23
nagrađivati,23
požuriti,23
znameniti,23
marširati,23
instalirati,23
militi,23
jačati,23
raspisati,23
sečiti,23
poistoveći,23
potpadati,23
zaobići,23
plakati,23
izučiti,23
proizlaziti,23
stabilizovati,23
udaljavati,23
podudarati,23
omogutati,23
vezivati,23
ušiti,23
modernizovati,23
ugovoriti,23
spoznavati,23
aviti,23
povrijediti,23
dočarati,23
vastanjivati,23
zavarivati,23
virtuelizovati,23
svideti,22
zaveštati,22
kositi,22
pamti,22
bombardovati,22
viseti,22
projektiti,22
oslići,22
lediti,22
sići,22
leteti,22
sakrivati,22
izumrliti,22
doseziti,22
spaljivati,22
zahvaliti,22
usprotiviti,22
prevladavati,22
ohrabrovati,22
dočekivati,22
prepoznuti,22
dopuniti,22
poručiti,22
odslužiti,22
asocirati,22
zapovedati,22
potonuti,22
mijenjati,22
krstiti,22
specijalizirati,22
uneo,22
dopadati,22
uveravati,22
preseći,22
=ati,22
ujedinjivati,22
suzbiti,22
isporučiti,22
podešavati,22
zlostavljati,22
izviniti,22
propasiti,22
poklopiti,22
popuštati,22
saditi,22
pamtiti,22
crveniti,22
predviditi,22
veriti,22
ubeđivati,22
recitovati,22
prinositi,22
nanuti,22
zalaziti,21
koordinirati,21
svađati,21
slepiti,21
vokati,21
on,21
priložiti,21
zaraziti,21
odstranjivati,21
naginjati,21
pauzirati,21
evakuisati,21
blažiti,21
oporavljati,21
udarati,21
doživjeti,21
ćuti,21
izmeriti,21
izdejstvovati,21
izbaviti,21
karnevati,21
narušiti,21
plesati,21
ubacivati,21
razbovati,21
setiti,21
upotpuniti,21
sazidati,21
voliti,21
poslušati,21
gavati,21
iskočiti,21
sagledavati,21
srelati,21
magistrati,21
štampati,21
svjedočiti,21
podijeliti,21
prodiriti,21
veseti,21
sviđati,21
šaliti,21
vazati,21
venčavati,21
ponoareti,21
remeti,20
sretiti,20
zbližavati,20
uzvratiti,20
isterati,20
ustajati,20
mahati,20
krasti,20
skraćivati,20
protumačiti,20
simbolisati,20
žudeti,20
kaći,20
dodijeliti,20
razlažiti,20
učlaniti,20
oduzati,20
štapići,20
ružiti,20
hapsiti,20
štapiti,20
uznemiriti,20
zarobljavati,20
otisnuti,20
izginuti,20
promijeniti,20
razmisliti,20
puniti,20
slivati,20
dopiriti,20
opredeljivati,20
dodirnuti,20
vjerivati,20
željeti,20
jurišati,20
potpati,20
lažiti,20
posvađati,20
prkositi,20
udavati,20
konjuktivitis,20
istiniti,20
iskorišćavati,20
lomiti,20
ebisiliti,20
taložiti,19
prevladati,19
dijagnostikovati,19
gušiti,19
iskopavati,19
pošliti,19
raseliti,19
prikrivati,19
buniti,19
dišiti,19
postarati,19
ptići,19
suprostavljati,19
nalikovati,19
udvostručiti,19
obresti,19
opustošiti,19
trositi,19
preispitati,19
obogaćivati,19
ispaliti,19
prerađivati,19
pobjediti,19
otrovati,19
akumulirati,19
nađati,19
račvati,19
operisati,19
saobraćati,19
uginuti,19
obolesti,19
posviti,19
podsetiti,19
odmoriti,19
naoružati,19
narastati,19
razboleti,19
zaposeti,19
odseći,19
intenzivirati,19
večiti,19
bešati,19
zaboravljati,19
posjećivati,19
pobrinuti,19
zaživeti,19
prelivati,19
odlažiti,19
nilati,19
asimilovati,19
dopremati,19
skiniti,19
proletati,19
pogrešiti,19
montirati,19
čteti,19
kuneti,19
bojiti,19
izati,19
uanakastiti,19
moraliljati,19
devirtuelizovati,19
ismevati,18
srasti,18
inkubirati,18
pokritati,18
davasti,18
udaviti,18
dogovarati,18
stanoviti,18
zaticati,18
potopiti,18
novonastati,18
blagati,18
razdvojati,18
preusmeriti,18
propuštati,18
preklapati,18
nuti,18
pridobivati,18
miriti,18
suspendovati,18
provlačiti,18
poseći,18
zavoleti,18
prepisivati,18
opirati,18
dijeliti,18
zarasti,18
pokvariti,18
preispitivati,18
