base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
učiti,vučiti,v,387,36
toniti,protoniti,pro,2,4
dopunjivati,nadopunjivati,na,25,6
stati,zastati,za,165,24
neći,poneći,po,7,11
karakterisati,okarakterisati,o,452,36
trositi,potrositi,po,19,6
kratiti,skratiti,s,4,26
braniti,obraniti,o,772,4
snoviti,osnoviti,o,1,72
brišati,izbrišati,iz,1,6
lepiti,prelepiti,pre,1,11
nestati,ponestati,po,141,5
diviti,zadiviti,za,30,6
pucati,popucati,po,75,4
tetiti,otetiti,o,2,15
zreti,nazreti,na,5,8
gutati,progutati,pro,7,16
cepati,pocepati,po,4,5
gušiti,ugušiti,u,19,68
sporiti,usporiti,u,12,27
pomeniti,napomeniti,na,6,3
seći,poseći,po,39,18
staći,nastaći,na,2,1
točiti,pretočiti,pre,4,10
editi,sediti,s,1,64
teći,preteći,pre,220,7
staditi,nastaditi,na,1,2
roditi,uroditi,u,411,14
ovladati,preovladati,pre,47,9
kupati,okupati,o,8,4
povedati,pripovedati,pri,2,37
gasiti,ugasiti,u,25,58
voleti,zavoleti,za,476,18
veseti,proveseti,pro,21,1
pevati,zapevati,za,279,7
pešačiti,prepešačiti,pre,10,4
veriti,proveriti,pro,22,42
obraziti,preobraziti,pre,3,16
orijentisati,preorijentisati,pre,10,4
klevetati,oklevetati,o,1,4
puniti,dopuniti,do,20,22
jarati,razjarati,raz,1,1
stajati,pristajati,pri,460,70
šiti,ušiti,u,14,23
tariti,stariti,s,1,3
krajati,skrajati,s,1,1
vodati,navodati,na,1,1
povedati,zapovedati,za,2,22
teći,proteći,pro,220,29
zvati,prozvati,pro,874,43
voditi,razvoditi,raz,2274,17
držati,izdržati,iz,747,73
truditi,potruditi,po,121,13
