base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
miješati,pomiješati,po,3,1
slijediti,naslijediti,na,8,6
pasti,upasti,u,59,11
bilježiti,obilježiti,o,3,8
morati,primorati,pri,377,22
pustiti,prepustiti,pre,7,12
brisati,izbrisati,iz,1,2
brisati,obrisati,o,1,4
pasti,pripasti,pri,59,20
vladati,zavladati,za,181,9
voziti,uvoziti,u,3,9
cijeniti,ocijeniti,o,1,2
rastati,narastati,na,16,7
likovati,nalikovati,na,1,3
raditi,preraditi,pre,305,8
pevati,spevati,s,35,1
reći,izreći,iz,103,3
buditi,probuditi,pro,3,6
nići,ponići,po,2,4
vrediti,uvrediti,u,5,3
puštati,popuštati,po,7,4
vežati,svežati,s,5,1
baviti,pribaviti,pri,241,2
ponaći,oponaći,o,1,1
pljačkati,opljačkati,o,3,8
pasti,zapasti,za,59,6
stići,pristići,pri,93,4
rušiti,porušiti,po,5,4
putovati,proputovati,pro,32,3
paliti,zapaliti,za,9,2
misliti,pomisliti,po,62,5
kriti,pokriti,po,9,3
vršiti,dovršiti,do,113,8
umirati,sumirati,s,23,3
pozivati,opozivati,o,34,2
pretiti,zapretiti,za,8,7
gledati,ugledati,u,47,7
kočiti,ukočiti,u,1,1
maći,zamaći,za,2,1
lomiti,izlomiti,iz,1,1
boditi,proboditi,pro,1,1
plašiti,uplašiti,u,5,3
sejati,posejati,po,4,1
seći,poseći,po,3,2
čiti,počiti,po,19,4
sećati,prisećati,pri,5,4
trčati,potrčati,po,2,2
vikati,povikati,po,1,1
pati,dopati,do,7,2
dužiti,produžiti,pro,1,6
ići,naići,na,99,22
čuditi,začuditi,za,2,2
nići,iznići,iz,2,1
likovati,dolikovati,do,1,1
kunuti,zakunuti,za,1,1
nositi,prinositi,pri,138,6
desiti,zadesiti,za,44,5
dužiti,izdužiti,iz,1,1
rasti,srasti,s,52,1
boditi,zaboditi,za,1,1
suditi,usuditi,u,21,3
savetovati,posavetovati,po,9,2
ploviti,doploviti,do,10,6
slabiti,oslabiti,o,6,11
pustiti,dopustiti,do,7,12
imenovati,preimenovati,pre,73,5
pisati,prepisati,pre,171,1
hvatati,prihvatati,pri,2,37
množiti,umnožiti,u,2,1
gađati,pogađati,po,1,14
padati,napadati,na,53,16
stupiti,pristupiti,pri,46,19
boriti,izboriti,iz,100,14
moći,smoći,s,1619,1
premati,spremati,s,1,10
voziti,prevoziti,pre,3,6
jačati,pojačati,po,8,9
gospodariti,zagospodariti,za,3,4
pozvati,opozvati,o,24,2
gubiti,pogubiti,po,50,8
rasti,orasti,o,52,9
niti,priniti,pri,2,1
uočavati,suočavati,s,11,10
ići,sići,s,99,3
slivati,poslivati,po,1,8
lomiti,prelomiti,pre,1,1
deliti,razdeliti,raz,147,1
pustiti,spustiti,s,7,16
vraćati,zavraćati,za,52,1
